InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,BatteryScale,PVScale,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.4280839776153748e6,1.4280839776153676e6,1.1814071956004256e6,1.541928488147628e6,NaN,NaN,NaN,2.2759780883789062,0.86
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.3324518846940447e6,1.3324518846940408e6,1.1272942217832457e6,1.5066157889398895e6,NaN,NaN,NaN,2.602499008178711,0.97
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,559284.9975069348,559284.9975069385,413468.62201626925,692188.3799155768,NaN,NaN,NaN,0.9448959827423096,0.34
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,503943.23612173926,503943.2361217395,387609.62201206293,621203.7391182131,NaN,NaN,NaN,1.286125898361206,0.59
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,492477.5235907616,492477.5235907613,353211.3407781771,710661.7863712261,NaN,NaN,NaN,1.0688769817352295,0.53
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,572614.4257844477,572614.4257844437,395583.7035628852,754278.5187419149,NaN,NaN,NaN,1.3061611652374268,0.63
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2830666179911944e6,1.2830666179911918e6,1.0980460686662763e6,1.4350532421581503e6,NaN,NaN,NaN,2.1270978450775146,0.84
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.4463888781011505e6,1.4463888781011493e6,1.3587606976640122e6,1.5473390076220692e6,NaN,NaN,NaN,2.603937864303589,0.96
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.337973842845628e6,1.3379738428456276e6,1.0198558049866916e6,1.589142307822369e6,NaN,NaN,NaN,2.5696001052856445,0.99
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2711599626974694e6,1.271159962697471e6,903300.9090266129,1.5797355696588398e6,NaN,NaN,NaN,2.1863391399383545,0.86
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,554953.3991976568,554953.3991976578,505745.7520911344,605310.5634559533,NaN,NaN,NaN,1.1826870441436768,0.6
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,490385.9128717357,490385.91287173674,381530.27459154604,649397.8927052461,NaN,NaN,NaN,1.863534927368164,1.15
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,430154.8909218147,430154.89092181396,243155.2823624116,759978.66351133,NaN,NaN,NaN,1.316540002822876,0.53
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,540662.0360595192,540662.0360595173,416313.2805109771,718306.7360058905,NaN,NaN,NaN,2.7514488697052,1.63
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.111741350894752e6,1.1117413508947543e6,946150.0722540048,1.287147548885692e6,NaN,NaN,NaN,4.485248804092407,2.14
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.3313221500546176e6,1.3313221500546208e6,1.240283758118214e6,1.4430316986359889e6,NaN,NaN,NaN,3.567502975463867,1.47
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2208847627057298e6,1.2208847627057307e6,678040.087277024,1.5483047995932784e6,NaN,NaN,NaN,3.5977399349212646,1.49
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.207595046167577e6,1.2075950461675744e6,858982.7525266944,1.5421715413666505e6,NaN,NaN,NaN,3.5306270122528076,1.63
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,462933.2151675937,462933.21516759304,377795.6301914064,633363.6743159615,NaN,NaN,NaN,2.044386863708496,1.17
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,714707.8977189492,714707.8977189485,665813.3803255173,763720.5123693589,NaN,NaN,NaN,2.0959010124206543,0.98
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,480394.10797280807,480394.10797280876,325671.0367407857,724732.6303299866,NaN,NaN,NaN,1.9639689922332764,1.15
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,470761.0274775591,470761.0274775593,281450.96465394157,752094.0612999124,NaN,NaN,NaN,2.0917370319366455,1.03
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2817239787462365e6,1.281723978746227e6,1.062353588242453e6,1.5218185574766058e6,NaN,NaN,NaN,3.2653071880340576,1.3
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.1866767903925746e6,1.1866767903925765e6,955764.1342741493,1.5049836088283493e6,NaN,NaN,NaN,3.154845952987671,1.4
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.392582588705573e6,1.3925825887055693e6,1.2174579012892768e6,1.5757195647804854e6,NaN,NaN,NaN,3.0600969791412354,1.32
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.0997662363856651e6,1.0997662363856642e6,829795.7077128176,1.5314566199003155e6,NaN,NaN,NaN,3.071816921234131,1.36
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,570891.0316420794,570891.0316420797,512033.7131657403,711411.3523934535,NaN,NaN,NaN,1.687779188156128,0.69
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,554218.0339854938,554218.0339854894,463833.52619891934,642963.938359109,NaN,NaN,NaN,1.5664801597595215,0.81
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,412157.1857277683,412157.1857277677,248771.72917830924,730657.1667410005,NaN,NaN,NaN,1.4607481956481934,0.46
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,461650.1071053686,461650.10710536945,316540.19004014187,721948.3955476789,NaN,NaN,NaN,1.7479159832000732,0.93
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.22154822340298e6,1.2215482234029802e6,1.1147865948924366e6,1.4367305714734471e6,NaN,NaN,NaN,3.324902057647705,1.38
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.3245768459378888e6,1.3245768459378884e6,1.1009454277660428e6,1.50656506420318e6,NaN,NaN,NaN,2.614945888519287,0.91
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2384405542630162e6,1.2384405542630153e6,786146.351950314,1.5406451804005462e6,NaN,NaN,NaN,3.630251884460449,1.76
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2999911927180106e6,1.2999911927180092e6,984653.7545533737,1.5438176510640464e6,NaN,NaN,NaN,3.1279828548431396,1.31
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,698594.2694214776,698594.2694214773,641491.4265741914,758547.8924411559,NaN,NaN,NaN,1.8173019886016846,1.12
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,633064.5833397285,633064.5833397303,544189.4437916679,756193.8441018636,NaN,NaN,NaN,1.9852759838104248,1.14
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,513025.8973110758,513025.89731107786,339992.3726388944,743102.6868863407,NaN,NaN,NaN,1.9862849712371826,1.05
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,541974.6648886328,541974.6648886326,422855.4383751547,697165.1518518957,NaN,NaN,NaN,1.754714012145996,0.7
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2046084431808332e6,1.2046084431808325e6,1.0303481482086227e6,1.4585333904503617e6,NaN,NaN,NaN,2.895895004272461,1.28
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.1813735611071035e6,1.1813735611071019e6,1.060595857331142e6,1.3535516818881964e6,NaN,NaN,NaN,3.3923728466033936,1.65
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.0846524653864636e6,1.0846524653864708e6,838317.3135953089,1.5581085373654831e6,NaN,NaN,NaN,4.791840076446533,2.87
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.1418578563446568e6,1.1418578563446584e6,591769.544034087,1.4971198068054726e6,NaN,NaN,NaN,3.9086859226226807,2.01
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,562674.3880187301,562674.3880187292,503062.8304941555,688248.9359425192,NaN,NaN,NaN,2.1040890216827393,1.18
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,534126.0928329513,534126.0928329519,473095.6256425058,622892.9065743164,NaN,NaN,NaN,2.187274217605591,1.07
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,433543.37753126834,433543.37753126805,249001.24190727156,695267.9275851311,NaN,NaN,NaN,1.7841808795928955,0.49
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,426979.1355153362,426979.13551533624,292489.62167130585,660444.6233126665,NaN,NaN,NaN,1.816175937652588,0.96
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2680714897447657e6,1.2680714897447657e6,1.1920719478366675e6,1.362898172426769e6,NaN,NaN,NaN,4.162888050079346,2.1
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.161700084933693e6,1.1617000849336926e6,916227.7953881114,1.3860404516406474e6,NaN,NaN,NaN,4.062364816665649,2.1
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2891804579132625e6,1.2891804579132632e6,830876.5183743038,1.5951857663573956e6,NaN,NaN,NaN,3.9194979667663574,2.17
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.1918717850886856e6,1.1918717850886893e6,942823.4883789993,1.5360709857949996e6,NaN,NaN,NaN,3.789057970046997,1.73
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,504820.3027413096,504820.3027413103,302179.1327583111,725856.4287414856,NaN,NaN,NaN,2.3997349739074707,1.23
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,514185.0292367996,514185.02923679777,370461.3184257563,719434.4980645586,NaN,NaN,NaN,1.4117450714111328,0.5
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,576705.5871516126,576705.5871516151,537439.2222814867,702175.9401881018,NaN,NaN,NaN,1.3565380573272705,0.47
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,589427.5998589426,589427.5998589421,442437.32328024844,763921.1092946988,NaN,NaN,NaN,2.1889419555664062,1.04
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.1827054444765914e6,1.1827054444765905e6,1.0860990887514807e6,1.3430909224449883e6,NaN,NaN,NaN,3.9849021434783936,2.12
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.1801164819438315e6,1.1801164819438334e6,950130.7311137866,1.3861166724815066e6,NaN,NaN,NaN,3.6880781650543213,1.65
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.0543203604116966e6,1.0543203604116966e6,891874.6756233352,1.3070445319951798e6,NaN,NaN,NaN,3.583897113800049,1.78
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.20821040740691e6,1.208210407406903e6,1.0308365968517853e6,1.5194171600117206e6,NaN,NaN,NaN,3.1690618991851807,1.25
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,561579.7074213697,561579.7074213721,466405.05760817596,643144.5434958301,NaN,NaN,NaN,1.1556310653686523,0.42
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,611802.3115128396,611802.311512837,436071.4934259116,794202.9385730026,NaN,NaN,NaN,1.58274507522583,0.78
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,658045.1731648191,658045.1731648357,504030.8294564757,801238.4156326023,NaN,NaN,NaN,1.6921839714050293,0.74
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,519179.5203312944,519179.5203312955,251032.31966856995,792592.3815480819,NaN,NaN,NaN,1.5424230098724365,0.8
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.3569181277870745e6,1.3569181277870634e6,1.242354956619738e6,1.4586967609782494e6,NaN,NaN,NaN,3.205842971801758,1.41
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2913945657403257e6,1.2913945657403301e6,1.093644171509361e6,1.4793695230470365e6,NaN,NaN,NaN,2.8842740058898926,1.25
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.283785939856276e6,1.283785939856276e6,1.0221367768011255e6,1.4998207777632284e6,NaN,NaN,NaN,3.526308059692383,1.63
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.229293618144748e6,1.229293618144732e6,941995.7141876486,1.5478504800939404e6,NaN,NaN,NaN,3.57845401763916,1.62
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,569305.1083854816,569305.1083854813,417496.544123073,700084.8563890196,0.25455027976756717,0.00016189884693934453,1.0612064001535213,5.781491041183472,1.07
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,601258.6339941123,601258.6339941096,472168.08300562866,742968.9411292077,0.29787251742445187,0.00019683705304413687,1.3460833228515274,2.1549689769744873,1.12
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,690101.3938068311,690101.3938068312,479791.7724089693,789153.3966058951,NaN,NaN,NaN,2.1941559314727783,1.16
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,568151.7398643164,568151.7398643165,429386.1232428249,744032.520234614,0.32209507701861667,0.00011306862436297443,3.639493771862873,2.1046230792999268,1.27
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,PEA,inst/inst2020,true,1.2884983375874085e6,1.288498337587406e6,1.1682937868108335e6,1.4641487727035824e6,0.3825493143853326,4.5370184379619e-6,2.8049535968045474,4.846883058547974,2.6
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,PEA,inst/inst2020,true,1.3984854817322288e6,1.3984854817322285e6,1.2307884454966867e6,1.5780946411362393e6,0.7047963875077096,9.078924210527155e-6,4.204144540363194,4.577510118484497,2.59
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,PEA,inst/inst2020,true,1.419931580225433e6,1.419931580225433e6,1.2221765727976856e6,1.5586090689775296e6,0.7813286759796864,6.380200192673538e-5,6.7146043941500855,4.413846015930176,2.26
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,PEA,inst/inst2020,true,1.3798871918603138e6,1.3798871918603112e6,1.2381652301546324e6,1.545061097412603e6,0.7807082985831891,5.3513055141976e-5,4.009469615619773,4.281105041503906,2.45
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,612252.2290816709,612252.2290816691,547676.5514495611,695583.5951077103,0.37371993472875636,2.6499154494781983e-5,1.3417012764498701,2.0968868732452393,0.96
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,650571.0678372578,650571.067837257,564011.3644887973,772228.322878047,0.33172526779363176,0.00033519248895929406,1.950425618682416,2.079602003097534,1.18
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,625251.2471093447,625251.2471093442,473797.12156920356,776668.7975607968,0.5250832813577284,3.8144031483973075e-5,4.234517877293527,2.1874749660491943,1.14
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,708371.1084663152,708371.1084663182,507184.7854848701,802801.0841031179,0.6271663363052704,1.4687425721331824e-5,3.852922942947724,1.880760908126831,0.79
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,PEA,inst/inst2020,true,1.4161988546599136e6,1.4161988546599129e6,1.3417102530617309e6,1.5329640332039343e6,0.540142585310223,7.968357598519938e-5,2.811156642537269,5.217918872833252,3.06
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,PEA,inst/inst2020,true,1.4420693890031965e6,1.4420693890031974e6,1.3314166788542643e6,1.5422613785703492e6,0.4923011188957231,9.932535626836254e-6,2.4682548682060528,5.658951044082642,3.6
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,PEA,inst/inst2020,true,1.4482068503811543e6,1.4482068503811515e6,1.255837086920518e6,1.5436738416249328e6,0.9370558139654589,0.00013167406616134523,8.756625530952926,5.19195294380188,3.06
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,PEA,inst/inst2020,true,1.3792692878529015e6,1.379269287852903e6,1.2756015373564959e6,1.513890465665051e6,0.6442662224163704,5.774482675467634e-5,5.720519487599735,4.754983901977539,2.77
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,600776.190550471,600776.1905504725,482790.9157363166,715501.2357830007,0.26207275623062415,0.0001612508143102316,1.0851061454453033,2.0323829650878906,0.97
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,545886.7567138643,545886.7567138639,450234.48588403815,654583.224907413,0.21783662604084345,4.7537239368055456e-5,0.884892594918171,2.321225881576538,1.2
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,547019.6490314379,547019.6490314374,414652.2917165072,714050.716545225,0.33753541549329397,1.5150029032265479e-5,1.910124788921631,2.1354000568389893,1.18
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,619452.2956185209,619452.2956185206,514485.0043940964,770922.9966561825,0.3378335621299807,0.00016051440421331283,2.9540533283770927,1.9439609050750732,1.18
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,PEA,inst/inst2020,true,1.298600888288201e6,1.2986008882881994e6,1.1203767311661455e6,1.437710855905694e6,0.3724514893866284,0.00018892999805484163,1.8288993763825214,4.716838121414185,2.67
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,PEA,inst/inst2020,true,1.446388878101152e6,1.446388878101149e6,1.3587606976640124e6,1.5473390076220697e6,0.2407454960966516,0.00017083880041598767,1.7957457044315783,4.5048651695251465,2.58
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,PEA,inst/inst2020,true,1.4341210642956314e6,1.4341210642956314e6,1.2723178751498738e6,1.5892432038747629e6,0.7493539794182427,0.00026642663227289436,6.177655466567653,4.430118799209595,2.23
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,PEA,inst/inst2020,true,1.303048898007011e6,1.3030488980070099e6,988733.5450632763,1.5797355696588398e6,0.613682510448314,0.00018422291767511404,8.623138679635796,5.38795804977417,3.23
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,682806.9905193911,682806.990519391,606959.3810824535,781819.8634896615,0.3038601349979197,4.706111772705733e-5,1.2825866818392693,2.8348560333251953,1.67
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,564706.2427997676,564706.2427997699,462982.31783641083,689798.2707844619,0.26146469268587846,3.0132396150618842e-5,1.1393038231694284,3.386904001235962,1.9
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,472848.54143837304,472848.5414383718,266691.68944805354,764539.6622767863,0.23844368203713423,0.0003476218456000032,2.683541921195727,2.4434070587158203,1.19
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,644272.134071193,644272.1340711932,494563.3009302078,844640.628724679,0.45024834235173367,5.152815477706351e-6,2.3545466302183318,2.150118827819824,1.29
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,PEA,inst/inst2020,true,1.2546565947840903e6,1.254656594784091e6,1.1482434416314058e6,1.3623210399358259e6,0.45720810273873047,4.5345262713911566e-5,2.388822732497747,4.933535099029541,2.51
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,PEA,inst/inst2020,true,1.4700391251765266e6,1.4700391251765268e6,1.3748614841295986e6,1.5820576598669617e6,0.5739295584580071,5.0301164621784966e-5,3.354188088585429,5.07370400428772,3.07
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,PEA,inst/inst2020,true,1.2594281886332103e6,1.2594281886332114e6,776599.1930334555,1.548680547927059e6,0.5854718198426219,0.00010025765580167443,9.09545864113275,4.574995040893555,2.53
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,PEA,inst/inst2020,true,1.3363713722678942e6,1.3363713722678935e6,1.016061122705666e6,1.5421715413666505e6,NaN,NaN,NaN,4.873194932937622,2.72
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,547061.8348112988,547061.8348112976,477724.00521121465,670198.3171925521,0.24757742809487276,6.220551559541008e-5,1.2810972745350313,2.1225969791412354,1.05
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,715310.355383,715310.355383001,668809.7524522368,763720.5123693589,0.10034595372724507,9.063807569648963e-5,0.7085756388610326,2.1817870140075684,1.39
