FormulationID,Label,Controller,Passed,ExpectedModeNodes,GeneratedModeBinaries,UniquePolicyModes,LegacyHouseholdModeBinaries,Variables,Constraints,Nonzeros,FailedChecks,LPPath,MPSPath
shared_battery_mode_node_level_v1,TWO_STAGE_RH__PEA,TWO_STAGE_RH,true,2301,2301,2301,11505,73632,110553,159450,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__PEA.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__PEA.mps
shared_battery_mode_node_level_v1,TWO_STAGE_RH__PEA__adaptive_phase1,TWO_STAGE_RH,true,2301,2301,2301,11505,73633,110559,170965,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__PEA__adaptive_phase1.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__PEA__adaptive_phase1.mps
shared_battery_mode_node_level_v1,TWO_STAGE_RH__PEA__adaptive_phase2,TWO_STAGE_RH,true,2301,2301,2301,11505,73633,110560,170966,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__PEA__adaptive_phase2.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__PEA__adaptive_phase2.mps
shared_battery_mode_node_level_v1,TWO_STAGE_RH__SA,TWO_STAGE_RH,true,2301,2301,2301,11505,73632,110558,493095,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__SA.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__SA.mps
shared_battery_mode_node_level_v1,TWO_STAGE_RH__LEXMMFPEA__phase1,TWO_STAGE_RH,true,2301,2301,2301,11505,73662,110598,205520,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__LEXMMFPEA__phase1.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__LEXMMFPEA__phase1.mps
shared_battery_mode_node_level_v1,TWO_STAGE_RH__LEXMMFSA__phase1,TWO_STAGE_RH,true,2301,2301,2301,11505,73662,110598,320570,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__LEXMMFSA__phase1.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__TWO_STAGE_RH__LEXMMFSA__phase1.mps
shared_battery_mode_node_level_v1,MULTISTAGE_RH__NONE,MULTISTAGE_RH,true,168,168,168,840,5376,8080,10683,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__NONE.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__NONE.mps
shared_battery_mode_node_level_v1,MULTISTAGE_RH__STATIC_DEMAND_SHARE,MULTISTAGE_RH,true,168,168,168,840,5376,8920,11523,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__STATIC_DEMAND_SHARE.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__STATIC_DEMAND_SHARE.mps
shared_battery_mode_node_level_v1,MULTISTAGE_RH__PEA,MULTISTAGE_RH,true,168,168,168,840,5376,8085,11523,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__PEA.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__PEA.mps
shared_battery_mode_node_level_v1,MULTISTAGE_RH__PEA__adaptive_phase1,MULTISTAGE_RH,true,168,168,168,840,5377,8091,12373,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__PEA__adaptive_phase1.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__PEA__adaptive_phase1.mps
shared_battery_mode_node_level_v1,MULTISTAGE_RH__PEA__adaptive_phase2,MULTISTAGE_RH,true,168,168,168,840,5377,8092,12374,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__PEA__adaptive_phase2.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__PEA__adaptive_phase2.mps
shared_battery_mode_node_level_v1,MULTISTAGE_RH__SA,MULTISTAGE_RH,true,168,168,168,840,5376,8090,35883,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__SA.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__SA.mps
shared_battery_mode_node_level_v1,MULTISTAGE_RH__LEXMMFPEA__phase1,MULTISTAGE_RH,true,168,168,168,840,5406,8130,14933,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__LEXMMFPEA__phase1.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__LEXMMFPEA__phase1.mps
shared_battery_mode_node_level_v1,MULTISTAGE_RH__LEXMMFSA__phase1,MULTISTAGE_RH,true,168,168,168,840,5406,8130,23333,,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__LEXMMFSA__phase1.lp,/home/franco/Documentos/Multistage_stochastic_fair_allocation/results_oos_timing_probe/model_audit/shared_battery_mode_node_level_v1__MULTISTAGE_RH__LEXMMFSA__phase1.mps
