InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,MeanAbsFairnessGap,MaxAbsFairnessGap,Iterations,RunTimeSec,ModelSolveTimeSec
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,7.958078640513122e-14,6.394884621840902e-13,50,41.28775596618652,20.72
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.384404281969183e-14,8.242295734817162e-13,50,46.982730865478516,27.46
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.0800249583553522e-13,1.0231815394945443e-12,50,62.847638845443726,31.7
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.172751116333529e-13,1.3358203432289883e-12,50,28.822299003601074,15.7
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.172751116333529e-13,2.4726887204451486e-12,50,20.449925899505615,10.52
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.412825991399587e-13,2.7853275241795927e-12,50,20.861804962158203,9.56
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.2335021892795339e-12,5.7980287238024175e-12,50,22.114988088607788,11.39
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.2221335055073723e-13,3.694822225952521e-13,50,86.53620505332947,57.41
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.3321743494998372e-7,6.660871179064998e-7,50,89.2844307422638,50.43
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.242295734817162e-14,4.831690603168681e-13,50,108.27832007408142,53.09
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.7000623958883807e-13,2.6147972675971687e-12,50,115.33543491363525,70.81
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,7.958078640513122e-14,1.7053025658242404e-13,50,48.2080979347229,25.81
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.9667822925839574e-12,8.412825991399586e-12,50,95.37040615081787,46.65
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.0236257114447654e-12,9.094947017729282e-12,50,84.00008082389832,54.02
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.979039320256561e-13,9.663381206337363e-13,50,56.088823080062866,34.04
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.7569058147491885e-13,2.5863755581667647e-12,50,85.76583909988403,42.62
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.0516032489249483e-13,9.094947017729282e-13,50,90.34086799621582,48.77
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.836930773104541e-13,1.4779288903810084e-12,50,88.14290285110474,50.49
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.4158453015843406e-13,2.3590018827235326e-12,50,86.02365708351135,45.12
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.6257217794191093e-12,7.048583938740194e-12,50,53.84017825126648,24.97
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,9.492850949754938e-13,3.637978807091713e-12,50,49.75324892997742,27.75
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.252776074688882e-13,2.1600499167107046e-12,50,53.92618703842163,27.43
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.2505552149377764e-13,3.410605131648481e-13,50,42.06725597381592,20.04
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.433786671143025e-13,3.609557097661309e-12,50,49.8279869556427,21.33
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.769607014372014e-13,4.916955731459893e-12,50,63.62330985069275,40.43
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.694822225952521e-14,2.8421709430404007e-13,50,58.41435217857361,35.04
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.177991286269389e-13,2.6147972675971687e-12,50,69.20240592956543,40.89
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.0686562745831907e-12,2.2168933355715126e-12,50,33.31204795837402,18.36
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.195932655828074e-13,2.5579538487363607e-12,50,30.85246515274048,16.12
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.865352482534945e-13,1.7053025658242404e-12,50,31.799607038497925,16.04
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.353761712787673e-13,9.663381206337363e-13,50,37.45200300216675,23.08
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.258016244624741e-13,2.9558577807620168e-12,50,61.89808487892151,31.05
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.916955731459893e-13,4.803268893738277e-12,50,60.87920689582825,34.09
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.58335624798201e-13,4.433786671143025e-12,50,58.4143271446228,28.19
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.2737367544323207e-14,8.526512829121202e-14,50,61.66916584968567,30.67
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.343281372915954e-13,1.7621459846850485e-12,50,36.80901503562927,24.22
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.637978807091713e-13,1.5347723092418164e-12,50,32.04532718658447,18.25
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.433786671143025e-13,9.663381206337363e-13,50,26.763795137405396,13.76
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.3869794202037155e-12,6.252776074688882e-12,50,35.16225481033325,23.21
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.501110429875553e-13,1.0800249583553523e-12,50,59.7992889881134,31.86
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,7.44648787076585e-13,5.9401372709544376e-12,50,70.68864488601685,43.58
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.5863755581667646e-13,1.1368683772161603e-12,50,78.86113500595093,48.77
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.0345502232667058e-12,6.707523425575346e-12,50,87.79463386535645,50.65
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.684341886080801e-13,2.2168933355715126e-12,50,44.71612787246704,28.39
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.5011104298755527e-12,6.59383658785373e-12,50,35.547024965286255,17.94
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.661160346586257e-13,1.5916157281026244e-12,50,47.96738791465759,31.08
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,9.663381206337363e-13,4.547473508864641e-12,50,49.016857862472534,31.76
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.7000623958883807e-13,1.0800249583553523e-12,50,62.38801121711731,27.22
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.5063505998114123e-13,1.4495071809506044e-12,50,115.55729007720947,74.62
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.9895196601282805e-13,1.6484591469634324e-12,50,76.05276370048523,40.6
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.552713678800501e-13,3.353761712787673e-12,50,81.92820596694946,55.39
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.5238477974198758e-12,1.0118128557223827e-11,50,43.75927114486694,24.73
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.1823431123048067e-12,4.320099833421409e-12,50,58.38239574432373,39.65
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.979039320256561e-13,1.4779288903810084e-12,50,40.89056897163391,26.33
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.8189894035458566e-13,5.684341886080801e-13,50,37.951844215393066,21.14
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,7.16227077646181e-13,6.224354365258478e-12,50,45.75950789451599,21.94
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.1032064978498967e-13,7.389644451905042e-13,50,40.61554718017578,20.65
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.7337242752546444e-13,1.1652900866465643e-12,50,50.1948721408844,28.71
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.661160346586257e-13,4.291678123991005e-12,50,59.57298278808594,31.14
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.433786671143025e-13,2.1884716261411086e-12,50,42.65459322929382,21.86
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.240074875066057e-13,7.673861546209082e-13,50,49.01785612106323,28.42
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.821210263296962e-13,2.1600499167107046e-12,50,51.388967990875244,31.14
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,7.617018127348274e-13,2.3874235921539366e-12,50,39.53724908828735,23.49
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.430056156299543e-13,2.0179413695586845e-12,50,93.72942924499512,56.47
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.6484591469634324e-13,1.2931877790833823e-12,50,113.57607889175415,47.83
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.394884621840902e-14,5.826450433232822e-13,50,69.16804909706116,40.96
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.955857780762017e-13,2.7853275241795927e-12,50,77.40715408325195,46.75
