InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,MeanAbsFairnessGap,MaxAbsFairnessGap,Iterations,RunTimeSec,ModelSolveTimeSec
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,547.7866773919898,1121.4564500995634,50,20.537235021591187,12.0
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,357.09229775235764,564.8799453544161,50,17.886351823806763,8.14
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,782.2583762299744,1786.935503632595,50,40.29470992088318,20.94
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,168.08078308905834,628.178997120815,50,37.42252802848816,17.99
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,374.8316644320972,933.0779833942178,50,38.46780586242676,19.9
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1434.0246226546958,3231.4584260161073,50,59.51507091522217,38.2
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,345.15611605209887,719.8872168877115,50,34.44719696044922,21.64
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,159.24298893326267,323.6777646793562,50,34.64967226982117,16.01
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,560.497573558749,865.6859351346939,50,32.698508977890015,16.57
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,110.68455449539397,244.704402652922,50,37.56411790847778,17.39
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,213.98890086926548,311.0356144587968,50,63.33701133728027,36.74
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,383.02893422043815,960.2271313145711,50,68.55708503723145,37.05
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,202.67607273130994,360.46252112829643,50,66.56352090835571,34.25
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,587.2619601215146,1960.8283975276754,50,74.86432695388794,38.85
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,207.0378233612195,517.5945584028232,50,27.784336805343628,13.87
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,550.555107344266,743.8507970547362,50,21.918009042739868,12.35
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,319.0752149545191,579.2897900009557,50,21.676147937774658,13.11
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1071.0820727827959,2020.6655775073887,50,22.663578987121582,13.57
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,185.58975968901115,484.3182357132491,50,34.061683177948,14.52
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,724.1500560497827,1619.3654078562204,50,39.81110906600952,21.46
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,361.5500818491515,1027.7389124100137,50,40.636117935180664,21.58
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,274.999859403766,619.3476942912866,50,68.51448702812195,39.46
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,285.6978318547488,532.3515323686188,50,39.620276927948,21.2
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,277.0617170135811,438.6553224013496,50,35.387127161026,22.69
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,171.29861573103517,294.26573751135584,50,23.39232301712036,13.55
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,286.27776279650095,494.90703526064317,50,20.642958879470825,11.3
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,385.15853967880014,1484.7379659500793,50,39.38397765159607,20.07
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,653.5281414279001,1409.5522998441083,50,44.64077711105347,26.03
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,444.4583809616353,992.9832516010747,50,42.441900968551636,23.6
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,151.8256422193189,266.44784376706957,50,36.4979190826416,17.61
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,15397.429296731023,38493.57324182705,50,15.675443649291992,6.27
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,381.33155612621283,641.618294849698,50,30.546781063079834,19.79
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,134.54758313852273,255.68688970134463,50,18.97732925415039,9.98
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,348.538595895445,871.3464897385384,50,20.001769065856934,11.9
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,424.25854094696285,1813.1878902092521,50,37.237513065338135,17.81
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,391.04627813469415,1029.8157880014223,50,41.01573610305786,22.71
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,465.61732579100027,941.3373898153804,50,35.1468460559845,16.45
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,405.178004805147,1075.3640925453656,50,37.02012610435486,18.51
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,608.1098890173773,982.9250332434967,50,21.36428999900818,12.96
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,444.8952131330687,1023.881202150551,50,19.48475217819214,10.08
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,319.6486982760933,595.2122970050914,50,20.468321800231934,11.58
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,121.36567835837486,236.74833988023966,50,21.337077856063843,11.82
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,298.932213389856,608.1917646063666,50,41.00112509727478,22.19
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,627.8542692414874,1075.9030714537466,50,41.24676489830017,23.78
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,343.59607436933914,515.9396195639802,50,38.18634510040283,20.51
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1607.5839608728518,4097.807005877614,50,42.021485805511475,23.38
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,583.870154503424,864.998605145458,50,21.541799783706665,12.99
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,225.72323244559956,331.9277665742411,50,15.976162910461426,7.19
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,151.75355552238253,228.58295871508017,50,18.33168911933899,9.15
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,946.0730732471536,2365.182683118175,50,21.720941066741943,12.31
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,244.39153687225445,484.189544305279,50,36.53063917160034,17.28
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,341.6231714710407,813.8227403055944,50,41.13060116767883,23.93
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,188.31792495817098,449.0218932139469,50,43.33732008934021,24.24
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,457.83131297385125,996.0819030353559,50,40.54243302345276,21.84
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,503.359287006002,727.8628076064942,50,20.322399854660034,11.53
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,285.28940257197354,713.2235064300075,50,47.12832999229431,31.89
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,874.0884079314783,1211.6878484022054,50,44.40193510055542,27.34
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,129.36532779010886,224.74081927138468,50,37.19632005691528,17.91
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,211.74390819591517,471.26806605269303,50,62.18608522415161,30.75
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,263.4919214709412,564.3133885722073,50,69.72615480422974,37.7
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,584.7799033514655,1342.854541894164,50,91.05636811256409,42.57
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,388.6541689605303,887.1269712302619,50,85.67591786384583,49.81
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,829.2961891983498,1190.4562850077855,50,44.77592086791992,24.62
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,340.38481110312006,578.0827136851085,50,47.36822009086609,30.02
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,267.44119488073267,531.6867010417463,50,43.1864800453186,25.16
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,203.85759240443585,338.0460499067194,50,44.06763792037964,19.98
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,230.16075394235048,463.1391258691783,50,65.25384998321533,35.87
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,153.36771775827748,349.86135190898676,50,70.65501594543457,40.89
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,275.44128656572394,538.6797928808455,50,64.8328640460968,33.72
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,419.5681452731981,898.3886367768309,50,51.94854807853699,29.31
