InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,Fairness,House,PVAutonomyExpectedPct,SavingsPct,PVReceivedExpected,ExpectedDemand,AllGridExpectedCost,CostExpected
Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,LEXMMFPEA,1,26.03766356853143,27.46318725467772,205.7562658561502,788.8345111233509,145619.6472176119,105627.85082263805
Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,LEXMMFPEA,2,25.91763864757832,27.938856484798837,204.75626585614938,788.793279943035,145797.75838702117,105063.53191321756
Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,LEXMMFPEA,3,25.588549307967657,11.977318373984223,204.7562658561513,800.9499656240185,155868.79706639552,137199.89499605395
Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,LEXMMFPEA,4,23.57763220494282,15.347946926055675,203.75626585615163,863.4824749667533,171339.0739366987,145042.0438052989
Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,LEXMMFPEA,5,25.714218271503498,27.748237429001275,204.7562658561515,796.5850909017206,147141.52471425824,106312.34507989328
Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,LEXMMFSA,1,15.121115423475237,16.30547038078222,119.39254367284653,788.8345111233509,145619.6472176119,121875.67877194463
Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,LEXMMFSA,2,14.418309758687597,16.284636591811857,114.28074937925825,788.793279943035,145797.75838702117,122055.12327468688
Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,LEXMMFSA,3,66.95958667237181,15.229060365138976,535.7261109470822,800.9499656240185,155868.79706639552,132131.44387073818
Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,LEXMMFSA,4,15.318779309392788,13.857104842942068,132.43477766689134,863.4824749667533,171339.0739366987,147596.43882436433
Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,LEXMMFSA,5,15.218425418783463,16.135917551786637,121.94714761467593,796.5850909017206,147141.52471425824,123398.88960192377
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,NONE,1,15.182983273216683,15.263565218975362,122.6180122711218,797.9062488716492,149547.05563651302,126720.84326637648
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,NONE,2,12.993723845597904,13.263086382568732,103.14589136332332,796.9587855154358,149146.31682009596,129364.911983827
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,NONE,3,3.52621985025335,2.806558279244967,28.315620914296215,799.7241225553128,159332.83420911676,154861.06535906513
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,NONE,4,15.34681332129213,15.192085116752475,123.68738955976393,805.8147300933349,150749.91328000222,127847.85814107374
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,NONE,5,3.8421818287339966,3.9777013809155144,30.73595860289332,802.491331014526,159865.25963262364,153506.2969926126
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,PEA,1,10.173854041912922,10.60564418803521,82.11626448281751,797.9062488716492,149547.05563651302,133686.6270220214
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,PEA,2,10.250274541628638,11.007799549947585,81.18166734307107,796.9587855154358,149146.31682009596,132728.58922841004
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,PEA,3,10.201182439522846,3.6524449149740508,81.45715301250375,799.7241225553128,159332.83420911676,153513.29020816184
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,PEA,4,10.168883101979079,11.08208519070686,81.9186945771174,805.8147300933349,150749.91328000222,134043.67946539566
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,PEA,5,10.206545768494834,4.876894935346425,81.82909329588901,802.491331014526,159865.25963262364,152068.7988822218
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,SA,1,6.731015412628535,6.078182061355758,54.593220982028896,797.9062488716492,149547.05563651302,140457.31332752877
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,SA,2,6.939058015269464,6.023489551567416,55.848270360590334,796.9587855154358,149146.31682009596,140162.50400988985
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,SA,3,14.599811832200475,5.985643505367828,116.47455017184562,799.7241225553128,159332.83420911676,149795.73876636027
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,SA,4,6.926971764377734,6.015607842621241,56.11889979185261,805.8147300933349,150749.91328000222,141681.3896739857
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,SA,5,15.68897729010373,5.995470762884099,125.46793140508065,802.491331014526,159865.25963262364,150280.58473134093
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,LEXMMFPEA,1,10.253028138565199,10.681232347829107,82.70057454227978,797.9062488716492,149547.05563651302,133573.5871546398
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,LEXMMFPEA,2,10.15846210357957,11.065919298248511,80.70057454228008,796.9587855154358,149146.31682009596,132641.9057644741
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,LEXMMFPEA,3,10.231285285066035,3.6256320650372986,81.7005745422796,799.7241225553128,159332.83420911676,153556.0118818983
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,LEXMMFPEA,4,10.15719556559667,10.936579385931386,81.70057454227972,805.8147300933349,150749.91328000222,134263.02933991206
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,LEXMMFPEA,5,10.211215795207842,4.904337233691253,81.7005745422794,802.491331014526,159865.25963262364,152024.92818072368
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,LEXMMFSA,1,6.689867215605108,6.381900530354394,54.20587057318536,797.9062488716492,149547.05563651302,140003.111299717
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,LEXMMFSA,2,7.606300984710551,6.398042231452431,60.435956837611386,796.9587855154358,149146.31682009596,139603.87248329038
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,LEXMMFSA,3,15.298724366540888,5.9859271217687935,122.26964188968026,799.7241225553128,159332.83420911676,149795.28687231033
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,LEXMMFSA,4,7.176696709574894,6.330978326381817,57.67401165259322,805.8147300933349,150749.91328000222,141205.9689432059
Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,LEXMMFSA,5,14.187245140261645,5.965365682777534,113.91739175832807,802.491331014526,159865.25963262364,150328.7122958159
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,NONE,1,71.61245942570162,71.68053231692907,593.2154971950706,830.3997094178695,155949.27678393162,44164.005040808355
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,NONE,2,38.876863351396,39.59394460534669,319.2118477783779,821.6513984882656,154434.0501409747,93287.51787636384
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,NONE,3,6.207912200560735,6.639298329795909,51.11663560748775,824.2596476536107,150913.24183764376,140893.6614928762
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,NONE,4,4.770293688581022,5.371794093999476,39.286903701246494,824.5469594417655,150923.93942006893,142816.61615587032
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,NONE,5,11.646349523245917,11.806230802624466,96.51594000651868,827.2906514769143,155110.6494242031,136797.92815373198
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,NONE,6,6.148724253752863,6.352797034605847,50.8458512932572,827.1705991895225,155115.75042508016,145261.56163186906
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,NONE,7,7.196323893667336,7.439657093573866,59.880215463863415,826.0618384921088,155040.27162371523,143505.8070579653
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,NONE,8,5.860119092633037,6.017322487784992,47.70803228903629,815.0252256309053,153028.6733997917,143820.444622547
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,NONE,9,4.475794020688471,5.034812427786786,36.880712714066334,824.9932765446453,150995.26668976725,143392.93823710104
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,NONE,10,4.402149771027107,4.602033073787896,36.1596890569713,821.990551369811,150472.66160431408,143547.8599502746
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,PEA,1,16.181285960322487,17.533661377704814,133.72144714274037,830.3997094178695,155949.27678393162,128605.65867165742
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,PEA,2,16.152051061520503,17.736942284783847,132.63106796941378,821.6513984882656,154434.0501409747,127042.17179941587
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,PEA,3,16.180251784597253,5.772052866927738,133.11628434583625,824.2596476536107,150913.24183764376,142202.44973558045
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,PEA,4,16.152812708091528,5.8741016042198515,133.0980709924634,824.5469594417655,150923.93942006893,142058.51387344286
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,PEA,5,16.067050546697157,17.614826891098154,133.49711253153805,827.2906514769143,155110.6494242031,127788.17703847158
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,PEA,6,16.163438007416417,17.92359251126212,133.7483436526553,827.1705991895225,155115.75042508016,127313.43539810245
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,PEA,7,16.112233326245935,17.750373397170755,133.20150407835197,826.0618384921088,155040.27162371523,127520.044494518
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,PEA,8,16.18664185624806,17.755741127889603,131.82534796175915,815.0252256309053,153028.6733997917,125857.29829948103
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,PEA,9,16.169965164953894,6.8676357720234185,133.21488806487423,824.9932765446453,150995.26668976725,140625.46174051863
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,PEA,10,16.15309244521856,6.911798813700575,132.76725836626113,821.990551369811,150472.66160431408,140072.29396460342
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,SA,1,7.419405947024776,7.6348471574192915,60.49823444435975,830.3997094178695,155949.27678393162,144042.78785837768
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,SA,2,7.164726356292819,7.6083775834392,58.74494793761141,821.6513984882656,154434.0501409747,142684.12448885152
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,SA,3,30.790455035045966,7.613018347790273,253.4751906350547,824.2596476536107,150913.24183764376,139424.18904729883
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,SA,4,28.46444070177046,7.607972837070085,234.4600020744375,824.5469594417655,150923.93942006893,139441.68710435397
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,SA,5,7.086404254436019,7.637820666613691,59.125068894859304,827.2906514769143,155110.6494242031,143263.5761863626
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,SA,6,7.068673244233194,7.624945924137999,58.506092126030204,827.1705991895225,155115.75042508016,143288.25833534694
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,SA,7,7.0301672220900695,7.638911805598702,58.82273755785002,826.0618384921088,155040.27162371523,143196.88201121896
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,SA,8,7.333597841096462,7.640927465629398,60.44242685149127,815.0252256309053,153028.6733997917,141335.8634636987
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,SA,9,28.543318794480726,7.608679262549415,235.1996506718337,824.9932765446453,150995.26668976725,139506.52114571174
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,SA,10,30.644126891642465,7.6079968467882955,251.54697391236394,821.990551369811,150472.66160431408,139024.70625417944
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFPEA,1,16.1390165519331,17.66330767641951,133.19324362170067,830.3997094178695,155949.27678393162,128403.47620643472
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFPEA,2,16.179932127216137,17.78053459225774,132.9710213994782,821.6513984882656,154434.0501409747,126974.85043343403
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFPEA,3,16.199993234170666,5.771430703039668,133.1932436217017,824.2596476536107,150913.24183764376,142203.38866327348
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFPEA,4,16.171345724789386,5.840509149907198,133.19324362170065,824.5469594417655,150923.93942006893,142109.2129288394
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFPEA,5,16.121492046188255,17.729617456237975,133.19324362170144,827.2906514769143,155110.6494242031,127610.1246474055
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFPEA,6,16.08259534523154,17.368918839698573,133.1932436217012,827.1705991895225,155115.75042508016,128173.82162615859
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFPEA,7,16.062785628704457,17.87558922646724,132.9710213994781,826.0618384921088,155040.27162371523,127325.90953266085
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFPEA,8,16.230992341683848,17.88387220041161,132.97102139947933,815.0252256309053,153028.6733997917,125661.22101898768
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFPEA,9,16.141683623895275,6.886161870637236,132.97102139947864,824.9932765446453,150995.26668976725,140597.4882085095
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFPEA,10,16.183077302771274,6.928402981888424,132.97102139947464,821.990551369811,150472.66160431408,140047.3092307939
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFSA,1,6.145397986091434,7.381119045788489,51.76555964641534,830.3997094178695,155949.27678393162,144438.47501346344
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFSA,2,6.864770247856118,7.45353875001168,56.21083103559926,821.6513984882656,154434.0501409747,142923.24837050468
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFSA,3,27.835448678587703,7.6248974556712135,229.52250455762155,824.2596476536107,150913.24183764376,139406.2619004943
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFSA,4,31.879639010039867,7.624356998211141,262.50421324746264,824.5469594417655,150923.93942006893,139416.95948291896
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFSA,5,6.731962113264334,7.421026095370896,55.407892107069095,827.2906514769143,155110.6494242031,143599.8476537337
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFSA,6,7.113949675890996,7.4207820539982645,59.27388425102599,827.1705991895225,155115.75042508016,143604.94865461107
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFSA,7,7.384585208938603,7.424394739455792,60.88026862224645,826.0618384921088,155040.27162371523,143529.46985324615
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFSA,8,7.4325635978070155,7.521990170035864,60.57636398145655,815.0252256309053,153028.6733997917,141517.87162932308
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFSA,9,30.793385223823517,7.620976155582797,253.6573900035338,824.9932765446453,150995.26668976725,139487.95341928143
Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,LEXMMFSA,10,29.299931129421715,7.647222966925493,241.02241765345957,821.990551369811,150472.66160431408,138965.6816671649
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,1,1.1177163714714327,0.2678709792745754,8.686006034258101,783.6927434508723,152951.26428766537,152541.55223820516
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,2,6.947462083980156,7.573763220550796,58.59174079470677,831.9018885010724,162323.20089897365,150029.2260108664
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,3,33.43159235092128,32.989954245445794,272.75855345156333,804.7524735933005,156250.56789166527,104703.57703595568
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,4,2.2015629389268243,2.328763539782607,18.03894713126481,814.7883966379627,159937.93603792603,156213.35969719398
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,5,2.735845302181732,2.921920304772056,21.792677587522675,800.2078267906903,151160.1617122202,146743.38225442456
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,6,29.612495296310843,30.51833991678943,244.20461317021773,807.3442581477095,156435.79500803817,108694.18733595317
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,7,38.69419608349101,39.10954982949989,318.0983453984838,818.5312144398316,158788.80677185886,96687.21926375042
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,8,3.254720528263343,3.1879178501888426,26.118730345195114,798.4721267165868,150885.51335771367,146075.40714403405
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,9,3.3387081849379827,3.1881613981400294,26.615813225161933,799.0089327880718,150941.2092612141,146128.9598936623
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,NONE,10,3.7794257245655856,3.5520747760302256,30.117072322774625,804.8812422639134,157273.61797736533,151687.1414638412
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,PEA,1,12.618896889228406,4.9413640382854656,99.1473239827237,783.6927434508723,152951.26428766537,145393.3855180517
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,PEA,2,12.582300503667538,5.3924136176998925,106.0218365748436,831.9018885010724,162323.20089897365,153570.06250901104
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,PEA,3,12.631461527201052,13.826481813006657,102.95600015626053,804.7524735933005,156250.56789166527,134646.61153940455
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,PEA,4,12.60760465346705,4.965045769174919,103.7877383724856,814.7883966379627,159937.93603792603,151996.9443113693
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,PEA,5,12.676484070285982,4.452048355940715,101.15280206689167,800.2078267906903,151160.1617122202,144430.43821787398
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,PEA,6,12.650520059161193,14.445826838124612,104.19857509027538,807.3442581477095,156435.79500803817,133837.3509483334
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,PEA,7,12.60159098566237,14.308711563105305,104.21304470688156,818.5312144398316,158788.80677185886,136068.17441637695
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,PEA,8,12.69275713547735,3.970454641569063,101.16013842530309,798.4721267165868,150885.51335771367,144894.67248914702
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,PEA,9,12.653903618806996,2.7334775869857624,101.11422995275427,799.0089327880718,150941.2092612141,146815.26513653353
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,PEA,10,12.610750037009058,1.315643332337908,101.27081013272837,804.8812422639134,157273.61797736533,155204.45810891953
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,SA,1,11.702764419632766,4.95735921275713,91.83484145886935,783.6927434508723,152951.26428766537,145368.92069647228
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,SA,2,14.01706244240608,4.988940344321458,118.15552930384774,831.9018885010724,162323.20089897365,154224.99324113078
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,SA,3,6.844503191840783,5.102758461828103,58.35525683617512,804.7524735933005,156250.56789166527,148277.47881691885
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,SA,4,13.625384391986772,4.99587009378107,111.15527521376454,814.7883966379627,159937.93603792603,151947.6445227966
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,SA,5,15.869790581773463,4.957113593413289,126.48942660123636,800.2078267906903,151160.1617122202,143666.98078815822
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,SA,6,7.494063126842276,5.134565028443511,64.72903381203076,807.3442581477095,156435.79500803817,148403.49738558786
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,SA,7,6.722722158800052,5.083341199768071,57.998695771023606,818.5312144398316,158788.80677185886,150717.02993660484
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,SA,8,15.616894711996249,4.9541815514480145,124.70412978189592,798.4721267165868,150885.51335771367,143410.3710911382
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,SA,9,17.08924051853601,4.9472167050978655,136.37804433179295,799.0089327880718,150941.2092612141,143473.8205417666
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,SA,10,16.92983522831864,4.9039269319203065,135.22226635051132,804.8812422639134,157273.61797736533,149561.03466856785
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFPEA,1,13.312961474526059,5.176291221012604,103.50224994611476,783.6927434508723,152951.26428766537,145034.06142191516
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFPEA,2,12.250212911661393,4.1353571482449984,102.39113883500275,831.9018885010724,162323.20089897365,155610.55680733785
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFPEA,3,12.508228894537337,13.930337454821847,102.39113883500423,804.7524735933005,156250.56789166527,134484.33650928078
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFPEA,4,12.446267846820103,3.5501068232766273,102.3911388350034,814.7883966379627,159937.93603792603,154259.9684576358
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFPEA,5,12.854693497567258,3.6212920676936284,102.39113883500418,800.2078267906903,151160.1617122202,145686.2107666227
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFPEA,6,12.480478628906225,14.351355832479038,102.39113883500247,807.3442581477095,156435.79500803817,133985.13741706713
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFPEA,7,12.426272341415505,14.180223638947039,102.39113883500373,818.5312144398316,158788.80677185886,136272.1988579938
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFPEA,8,12.78232210786729,3.7882956243244497,102.39113883500418,798.4721267165868,150885.51335771367,145169.52405744392
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFPEA,9,12.770150644884001,3.700041314915193,102.39113883500508,799.0089327880718,150941.2092612141,145356.32215731658
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFPEA,10,12.859007234932113,3.4692660284106043,102.39113883500387,804.8812422639134,157273.61797736533,151817.37777722432
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFSA,1,14.482773451810512,5.038018494714247,113.67429080368423,783.6927434508723,152951.26428766537,145245.55130495352
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFSA,2,11.156887186327424,4.7472447602718555,93.56590605497259,831.9018885010724,162323.20089897365,154617.32124959156
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFSA,3,6.936086916233266,4.935830582960536,56.79538162061989,804.7524735933005,156250.56789166527,148538.30457561894
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFSA,4,11.861376858452815,4.8179394917844265,97.09063253122196,814.7883966379627,159937.93603792603,152232.22305520988
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFSA,5,18.550752092791523,5.0977141698133295,148.48273461529575,800.2078267906903,151160.1617122202,143454.4487295036
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFSA,6,6.332974631662462,4.930465764340455,52.856591372930126,807.3442581477095,156435.79500803817,148722.78169199303
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFSA,7,7.238682321017212,4.857403662668302,59.70405716298652,818.5312144398316,158788.80677185886,151075.7934558153
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFSA,8,20.41847451250891,5.106993250205116,163.11095358294995,798.4721267165868,150885.51335771367,143179.8003749979
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFSA,9,18.02640454617602,5.105108817156094,144.1206163230718,799.0089327880718,150941.2092612141,143235.49627849783
Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,LEXMMFSA,10,11.961288220372321,4.8995585412315705,95.62133539341748,804.8812422639134,157273.61797736533,149567.9049946514
