InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,MeanAbsFairnessGap,MaxAbsFairnessGap,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.376943252282217e-13,1.4210854715202004e-12,63.39425182342529,47.97
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.035882739117369e-13,1.4210854715202004e-12,49.256646156311035,31.57
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,7.275957614183426e-13,2.0463630789890885e-12,73.63564896583557,38.17
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.433786671143025e-13,1.4779288903810084e-12,63.881736040115356,29.0
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.501110429875553e-13,4.831690603168681e-13,72.12012481689453,47.64
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.34718902700115e-12,3.183231456205249e-12,31.510247945785522,18.16
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.2311041902867145e-13,5.968558980384842e-13,103.72426414489746,66.28
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.3855583347321954e-13,6.252776074688882e-13,91.62557220458984,60.6
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.1226575225009583e-13,7.744915819785092e-13,86.90990471839905,64.89
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.5863755581667646e-13,1.2079226507921703e-12,83.82071924209595,54.74
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.0402345651527867e-12,1.5631940186722204e-12,33.98704504966736,20.84
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.1425527191022412e-12,4.547473508864641e-12,38.29435586929321,24.75
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.025402399245649e-13,1.7053025658242404e-12,31.608545303344727,20.45
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.5859313862165435e-12,6.139089236967266e-12,41.325661182403564,13.149999999999999
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.110667527536862e-13,2.7853275241795927e-12,84.23004698753357,59.949999999999996
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.078515303262975e-13,9.663381206337363e-13,71.3982527256012,42.76
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.1353587221237833e-13,1.1368683772161603e-12,62.41962289810181,38.739999999999995
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.865352482534945e-13,1.0516032489249483e-12,65.72982001304626,41.839999999999996
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.071765478234738e-13,1.7621459846850485e-12,26.53368091583252,14.219999999999999
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.617462299298495e-12,3.609557097661309e-11,44.41093587875366,26.779999999999998
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.5347723092418164e-12,4.206412995699793e-12,60.468461751937866,38.52
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,7.844391802791506e-13,1.1937117960769683e-12,31.753571271896362,23.029999999999998
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.952838470577262e-13,4.604316927725449e-12,67.1229932308197,22.42
4,Drahi_4.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.536993168992922e-13,3.581135388230905e-12,99.45183491706848,56.01
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.604316927725449e-13,1.1084466677857563e-12,80.92306613922119,54.7
4,Drahi_4.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.5190517994342373e-13,1.8474111129762605e-12,90.02696013450623,50.17
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.252331902738661e-12,2.3078428057488054e-11,33.20158004760742,21.24
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.780087354243733e-12,1.3017142919125035e-11,37.2786660194397,18.78
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.981260180007667e-13,2.1032064978498966e-12,38.584850788116455,22.09
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.0459189070388674e-12,2.6147972675971687e-12,29.85526704788208,18.16
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.498091119690798e-13,5.8832938520936295e-12,79.50841403007507,48.45
5,Drahi_5.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.1453948900452814e-12,5.7696070143720135e-12,75.76371884346008,47.94
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.6200374375330285e-13,5.684341886080801e-13,58.231154918670654,28.96
5,Drahi_5.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.1652900866465642e-13,3.126388037344441e-13,77.97217321395874,38.87
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.753886504564434e-13,2.4442670110147446e-12,23.146703958511353,12.18
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.945377440890297e-13,7.389644451905042e-13,28.665837049484253,14.899999999999999
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.526512829121202e-13,1.8189894035458565e-12,28.905327081680298,16.3
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.4670043785590678e-12,6.0254023992456496e-12,50.85262608528137,31.37
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.025402399245649e-13,2.1600499167107046e-12,65.20358395576477,38.309999999999995
6,Drahi_6.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.718003765447066e-13,2.8705926524708048e-12,84.97025609016418,45.86
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,7.389644451905042e-13,1.7053025658242404e-12,74.9327609539032,54.19
6,Drahi_6.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.410605131648481e-13,1.0800249583553523e-12,71.16453313827515,52.36
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.1482370609883219e-12,2.9558577807620168e-12,37.75106406211853,27.45
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.5579538487363607e-12,9.947598300641403e-12,29.887495040893555,17.0
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.1709744285326452e-12,1.8189894035458565e-12,42.87426400184631,31.990000000000002
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.2282620193436743e-12,5.002220859751105e-12,39.22968101501465,31.09
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.002220859751106e-13,1.6768808563938364e-12,58.813701152801514,39.3
7,Drahi_7.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.213874025386758e-13,3.723243935382925e-12,79.9588930606842,57.98
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.883293852093629e-13,9.379164112033322e-13,54.533522844314575,34.61
7,Drahi_7.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.0913936421275138e-12,5.9685589803848416e-12,66.60541582107544,40.480000000000004
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.753886504564434e-13,1.8189894035458565e-12,41.02234101295471,28.57
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.6825651982799173e-12,2.6716406864579767e-12,29.615180015563965,15.99
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,7.617018127348274e-13,1.8189894035458565e-12,38.895846128463745,30.130000000000003
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.0804691303055734e-12,4.945377440890297e-12,32.12294602394104,21.799999999999997
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.963318810448982e-13,1.4779288903810084e-12,68.88127517700195,42.43
8,Drahi_8.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.2453150450019167e-13,1.0516032489249483e-12,79.16900110244751,53.35
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.234834705130197e-13,1.1368683772161603e-12,65.62455892562866,45.25
8,Drahi_8.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.798028723802417e-13,4.604316927725449e-12,74.38911080360413,54.61
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.070432962384075e-12,2.0747847884194925e-11,31.470339059829712,22.11
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.1027623258996754e-12,1.8189894035458565e-12,25.992146015167236,17.799999999999997
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.071765478234738e-13,2.2737367544323206e-12,23.80820393562317,13.020000000000001
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.0118128557223827e-12,2.5011104298755527e-12,20.253820180892944,9.959999999999999
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.059064278611914e-13,8.526512829121202e-13,51.8400821685791,32.72
9,Drahi_9.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.229594535194337e-13,1.7905676941154525e-12,54.24284315109253,39.58
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.7000623958883807e-13,5.968558980384842e-13,50.86844801902771,35.11
9,Drahi_9.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.0146550266654231e-12,4.973799150320701e-12,42.23819398880005,29.08
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.0061285138363018e-12,1.9895196601282805e-12,16.9152889251709,9.36
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.1198153515579179e-12,2.3874235921539366e-12,28.098139762878418,19.57
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,10.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.2050804798491299e-12,2.0463630789890885e-12,23.171540021896362,16.08
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,20.0,5,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,8.86757334228605e-13,1.6484591469634324e-12,19.861572980880737,11.15
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.8900436771218666e-13,4.973799150320701e-13,47.70721101760864,29.76
10,Drahi_10.csv,6,6,4,7776,0.2,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.1316282072803006e-13,3.268496584496461e-13,43.40330696105957,23.29
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,10.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.6342482922482304e-13,3.694822225952521e-13,49.63915205001831,24.37
10,Drahi_10.csv,6,6,4,7776,0.6,100.0,20.0,10,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.764366844436154e-13,1.8474111129762605e-12,44.64311718940735,24.3
