ConfigID,Fairness,ConditionalStage,Present,Status,HouseRows,ExpectedHouseRows,ConditionalRows,ExpectedConditionalRows,Complete,WorkerExitCode
C0007,NONE,,true,true,5,5,0,0,true,0
C0007,PEA,,true,true,5,5,0,0,true,0
C0007,SA,,true,true,5,5,0,0,true,0
C0007,LEXMMFPEA,,true,true,5,5,0,0,true,0
C0007,LEXMMFSA,,true,true,5,5,0,0,true,0
C0007,ERDINC_PSR,,true,true,5,5,0,0,true,0
C0007,ERDINC_ESR,,true,true,5,5,0,0,true,0
C0007,ERDINC_PESR,,true,true,5,5,0,0,true,0
C0007,ERDINC_PC,,true,true,5,5,0,0,true,0
C0007,ERDINC_EC,,true,true,5,5,0,0,true,0
C0007,ERDINC_PEC,,true,true,5,5,0,0,true,0
C0007,STATIC_DEMAND_SHARE,,true,true,5,5,0,0,true,0
C0007,CPEA,2,true,true,5,5,20,20,true,1
C0007,CPEA,3,true,true,5,5,80,80,true,1
C0007,CPEA,4,true,true,5,5,320,320,true,1
C0007,CPEA,5,false,false,0,5,0,1280,false,1
C0007,CPEA,6,false,false,0,5,0,5120,false,1
C0007,CSA,2,true,true,5,5,20,20,true,0
C0007,CSA,3,true,true,5,5,80,80,true,0
C0007,CSA,4,true,true,5,5,320,320,true,0
C0007,CSA,5,true,true,5,5,1280,1280,true,0
C0007,CSA,6,true,true,5,5,5120,5120,true,0
C0007,CLEXMMFPEA,2,true,true,5,5,20,20,true,0
C0007,CLEXMMFPEA,3,true,true,5,5,80,80,true,0
C0007,CLEXMMFPEA,4,true,true,5,5,320,320,true,0
C0007,CLEXMMFPEA,5,true,true,5,5,1280,1280,true,0
C0007,CLEXMMFPEA,6,true,true,5,5,5120,5120,true,0
C0007,CLEXMMFSA,2,true,true,5,5,20,20,true,0
C0007,CLEXMMFSA,3,true,true,5,5,80,80,true,0
C0007,CLEXMMFSA,4,true,true,5,5,320,320,true,0
C0007,CLEXMMFSA,5,true,true,5,5,1280,1280,true,0
C0007,CLEXMMFSA,6,true,true,5,5,5120,5120,true,0
C0008,NONE,,true,true,5,5,0,0,true,0
C0008,PEA,,true,true,5,5,0,0,true,0
C0008,SA,,true,true,5,5,0,0,true,0
C0008,LEXMMFPEA,,true,true,5,5,0,0,true,0
C0008,LEXMMFSA,,true,true,5,5,0,0,true,0
C0008,ERDINC_PSR,,true,true,5,5,0,0,true,0
C0008,ERDINC_ESR,,true,true,5,5,0,0,true,0
C0008,ERDINC_PESR,,true,true,5,5,0,0,true,0
C0008,ERDINC_PC,,true,true,5,5,0,0,true,0
C0008,ERDINC_EC,,true,true,5,5,0,0,true,0
C0008,ERDINC_PEC,,true,true,5,5,0,0,true,0
C0008,STATIC_DEMAND_SHARE,,true,true,5,5,0,0,true,0
C0008,CPEA,2,true,true,5,5,20,20,true,1
C0008,CPEA,3,true,true,5,5,80,80,true,1
C0008,CPEA,4,true,true,5,5,320,320,true,1
C0008,CPEA,5,true,true,5,5,1280,1280,true,1
C0008,CPEA,6,true,true,5,5,5120,5120,true,1
C0008,CSA,2,true,true,5,5,20,20,true,0
C0008,CSA,3,true,true,5,5,80,80,true,0
C0008,CSA,4,true,true,5,5,320,320,true,0
C0008,CSA,5,true,true,5,5,1280,1280,true,0
C0008,CSA,6,true,true,5,5,5120,5120,true,0
C0008,CLEXMMFPEA,2,true,true,5,5,20,20,true,0
C0008,CLEXMMFPEA,3,true,true,5,5,80,80,true,0
C0008,CLEXMMFPEA,4,true,true,5,5,320,320,true,0
C0008,CLEXMMFPEA,5,true,true,5,5,1280,1280,true,0
C0008,CLEXMMFPEA,6,true,true,5,5,5120,5120,true,0
C0008,CLEXMMFSA,2,true,true,5,5,20,20,true,0
C0008,CLEXMMFSA,3,true,true,5,5,80,80,true,0
C0008,CLEXMMFSA,4,true,true,5,5,320,320,true,0
C0008,CLEXMMFSA,5,true,true,5,5,1280,1280,true,0
C0008,CLEXMMFSA,6,true,true,5,5,5120,5120,true,0
C0009,NONE,,true,true,5,5,0,0,true,0
C0009,PEA,,true,true,5,5,0,0,true,0
C0009,SA,,true,true,5,5,0,0,true,0
C0009,LEXMMFPEA,,true,true,5,5,0,0,true,0
C0009,LEXMMFSA,,true,true,5,5,0,0,true,0
C0009,ERDINC_PSR,,true,true,5,5,0,0,true,0
C0009,ERDINC_ESR,,true,true,5,5,0,0,true,0
C0009,ERDINC_PESR,,true,true,5,5,0,0,true,0
C0009,ERDINC_PC,,true,true,5,5,0,0,true,0
C0009,ERDINC_EC,,true,true,5,5,0,0,true,0
C0009,ERDINC_PEC,,true,true,5,5,0,0,true,0
C0009,STATIC_DEMAND_SHARE,,true,true,5,5,0,0,true,0
C0009,CPEA,2,true,true,5,5,20,20,true,1
C0009,CPEA,3,true,true,5,5,80,80,true,1
C0009,CPEA,4,true,true,5,5,320,320,true,1
C0009,CPEA,5,false,false,0,5,0,1280,false,1
C0009,CPEA,6,false,false,0,5,0,5120,false,1
C0009,CSA,2,true,true,5,5,20,20,true,0
C0009,CSA,3,true,true,5,5,80,80,true,0
C0009,CSA,4,true,true,5,5,320,320,true,0
C0009,CSA,5,true,true,5,5,1280,1280,true,0
C0009,CSA,6,true,true,5,5,5120,5120,true,0
C0009,CLEXMMFPEA,2,true,true,5,5,20,20,true,0
C0009,CLEXMMFPEA,3,true,true,5,5,80,80,true,0
C0009,CLEXMMFPEA,4,true,true,5,5,320,320,true,0
C0009,CLEXMMFPEA,5,true,true,5,5,1280,1280,true,0
C0009,CLEXMMFPEA,6,true,true,5,5,5120,5120,true,0
C0009,CLEXMMFSA,2,true,true,5,5,20,20,true,0
C0009,CLEXMMFSA,3,true,true,5,5,80,80,true,0
C0009,CLEXMMFSA,4,true,true,5,5,320,320,true,0
C0009,CLEXMMFSA,5,true,true,5,5,1280,1280,true,0
C0009,CLEXMMFSA,6,true,true,5,5,5120,5120,true,0
C0010,NONE,,true,true,5,5,0,0,true,0
C0010,PEA,,true,true,5,5,0,0,true,0
C0010,SA,,true,true,5,5,0,0,true,0
C0010,LEXMMFPEA,,true,true,5,5,0,0,true,0
C0010,LEXMMFSA,,true,true,5,5,0,0,true,0
C0010,ERDINC_PSR,,true,true,5,5,0,0,true,0
C0010,ERDINC_ESR,,true,true,5,5,0,0,true,0
C0010,ERDINC_PESR,,true,true,5,5,0,0,true,0
C0010,ERDINC_PC,,true,true,5,5,0,0,true,0
C0010,ERDINC_EC,,true,true,5,5,0,0,true,0
C0010,ERDINC_PEC,,true,true,5,5,0,0,true,0
C0010,STATIC_DEMAND_SHARE,,true,true,5,5,0,0,true,0
C0010,CPEA,2,true,true,5,5,20,20,true,1
C0010,CPEA,3,true,true,5,5,80,80,true,1
C0010,CPEA,4,true,true,5,5,320,320,true,1
C0010,CPEA,5,false,false,0,5,0,1280,false,1
C0010,CPEA,6,false,false,0,5,0,5120,false,1
C0010,CSA,2,true,true,5,5,20,20,true,0
C0010,CSA,3,true,true,5,5,80,80,true,0
C0010,CSA,4,true,true,5,5,320,320,true,0
C0010,CSA,5,true,true,5,5,1280,1280,true,0
C0010,CSA,6,true,true,5,5,5120,5120,true,0
C0010,CLEXMMFPEA,2,true,true,5,5,20,20,true,0
C0010,CLEXMMFPEA,3,true,true,5,5,80,80,true,0
C0010,CLEXMMFPEA,4,true,true,5,5,320,320,true,0
C0010,CLEXMMFPEA,5,true,true,5,5,1280,1280,true,0
C0010,CLEXMMFPEA,6,true,true,5,5,5120,5120,true,0
C0010,CLEXMMFSA,2,true,true,5,5,20,20,true,0
C0010,CLEXMMFSA,3,true,true,5,5,80,80,true,0
C0010,CLEXMMFSA,4,true,true,5,5,320,320,true,0
C0010,CLEXMMFSA,5,true,true,5,5,1280,1280,true,0
C0010,CLEXMMFSA,6,true,true,5,5,5120,5120,true,0
