PercentInstances,Method,RunTimeSec
26.984126984126984,Restricted-exact,54.930997133255005
28.571428571428573,Restricted-exact,57.77269101142883
30.158730158730158,Restricted-exact,62.6030490398407
31.746031746031747,Restricted-exact,65.72413682937622
33.333333333333336,Restricted-exact,71.77336812019348
34.92063492063492,Restricted-exact,72.01297187805176
36.507936507936506,Restricted-exact,74.92465496063232
38.095238095238095,Restricted-exact,75.9130847454071
39.682539682539684,Restricted-exact,76.41740107536316
41.26984126984127,Restricted-exact,79.5432460308075
42.857142857142854,Restricted-exact,83.41420531272888
44.44444444444444,Restricted-exact,86.92894721031189
46.03174603174603,Restricted-exact,89.3791708946228
47.61904761904762,Restricted-exact,101.9112229347229
49.20634920634921,Restricted-exact,120.38237714767456
50.79365079365079,Restricted-exact,132.7983260154724
52.38095238095238,Restricted-exact,139.4352421760559
53.96825396825397,Restricted-exact,168.5238401889801
55.55555555555556,Restricted-exact,184.03742003440857
57.142857142857146,Restricted-exact,218.5040922164917
58.73015873015873,Restricted-exact,256.2479028701782
60.317460317460316,Restricted-exact,263.1979639530182
61.904761904761905,Restricted-exact,264.2263231277466
63.492063492063494,Restricted-exact,268.61047291755676
65.07936507936508,Restricted-exact,270.1426830291748
66.66666666666667,Restricted-exact,284.34800004959106
68.25396825396825,Restricted-exact,286.7861440181732
69.84126984126983,Restricted-exact,296.96453404426575
71.42857142857143,Restricted-exact,302.99178194999695
73.01587301587301,Restricted-exact,305.63325905799866
74.60317460317461,Restricted-exact,312.24666023254395
76.19047619047619,Restricted-exact,369.1709270477295
77.77777777777777,Restricted-exact,393.815847158432
79.36507936507937,Restricted-exact,396.03064584732056
80.95238095238095,Restricted-exact,402.1299738883972
82.53968253968254,Restricted-exact,456.4746289253235
84.12698412698413,Restricted-exact,459.1391050815582
85.71428571428571,Restricted-exact,465.34322476387024
87.3015873015873,Restricted-exact,484.5520889759064
88.88888888888889,Restricted-exact,490.5903890132904
90.47619047619048,Restricted-exact,499.67627811431885
92.06349206349206,Restricted-exact,512.6344511508942
93.65079365079364,Restricted-exact,550.5718729496002
95.23809523809524,Restricted-exact,593.5867757797241
96.82539682539682,Restricted-exact,654.2544839382172
98.41269841269842,Restricted-exact,775.0832660198212
100.0,Restricted-exact,789.1459481716156
1.5873015873015872,Decomposed,15.675443649291992
3.1746031746031744,Decomposed,15.976162910461426
4.761904761904762,Decomposed,16.2356219291687
6.349206349206349,Decomposed,17.886351823806763
7.936507936507937,Decomposed,18.33168911933899
9.523809523809524,Decomposed,18.97732925415039
11.11111111111111,Decomposed,19.14839768409729
12.698412698412698,Decomposed,19.179058074951172
14.285714285714286,Decomposed,19.48475217819214
15.873015873015873,Decomposed,20.001769065856934
17.46031746031746,Decomposed,20.468321800231934
19.047619047619047,Decomposed,20.537235021591187
20.634920634920636,Decomposed,20.642958879470825
22.22222222222222,Decomposed,20.794721841812134
23.80952380952381,Decomposed,20.947865962982178
25.396825396825395,Decomposed,21.337077856063843
26.984126984126984,Decomposed,21.36428999900818
28.571428571428573,Decomposed,21.541799783706665
30.158730158730158,Decomposed,21.676147937774658
31.746031746031747,Decomposed,21.720941066741943
33.333333333333336,Decomposed,21.918009042739868
34.92063492063492,Decomposed,22.663578987121582
36.507936507936506,Decomposed,23.39232301712036
38.095238095238095,Decomposed,27.784336805343628
39.682539682539684,Decomposed,30.546781063079834
41.26984126984127,Decomposed,32.698508977890015
42.857142857142854,Decomposed,34.061683177948
44.44444444444444,Decomposed,34.44719696044922
46.03174603174603,Decomposed,34.64967226982117
47.61904761904762,Decomposed,35.1468460559845
49.20634920634921,Decomposed,35.387127161026
50.79365079365079,Decomposed,36.4979190826416
52.38095238095238,Decomposed,36.53063917160034
53.96825396825397,Decomposed,36.64369511604309
55.55555555555556,Decomposed,37.02012610435486
57.142857142857146,Decomposed,37.237513065338135
58.73015873015873,Decomposed,37.42252802848816
60.317460317460316,Decomposed,37.56411790847778
61.904761904761905,Decomposed,38.18634510040283
63.492063492063494,Decomposed,38.46780586242676
65.07936507936508,Decomposed,39.38397765159607
66.66666666666667,Decomposed,39.620276927948
68.25396825396825,Decomposed,39.81110906600952
69.84126984126983,Decomposed,40.29470992088318
71.42857142857143,Decomposed,40.636117935180664
73.01587301587301,Decomposed,41.00112509727478
74.60317460317461,Decomposed,41.01573610305786
76.19047619047619,Decomposed,41.083783864974976
77.77777777777777,Decomposed,41.13060116767883
79.36507936507937,Decomposed,41.24676489830017
80.95238095238095,Decomposed,42.021485805511475
82.53968253968254,Decomposed,42.441900968551636
84.12698412698413,Decomposed,43.33732008934021
85.71428571428571,Decomposed,43.34181499481201
87.3015873015873,Decomposed,44.64077711105347
88.88888888888889,Decomposed,59.51507091522217
90.47619047619048,Decomposed,63.33701133728027
92.06349206349206,Decomposed,63.449970722198486
93.65079365079364,Decomposed,66.56352090835571
95.23809523809524,Decomposed,68.51448702812195
96.82539682539682,Decomposed,68.55708503723145
98.41269841269842,Decomposed,74.86432695388794
100.0,Decomposed,84.58359789848328
