Method,PctInstances,RunTimeSec
Restricted-exact,73.17073170731707,296.96453404426575
Restricted-exact,75.60975609756098,305.63325905799866
Restricted-exact,78.04878048780488,312.24666023254395
Restricted-exact,80.48780487804879,369.1709270477295
Restricted-exact,82.92682926829268,402.1299738883972
Restricted-exact,85.36585365853658,456.4746289253235
Restricted-exact,87.8048780487805,459.1391050815582
Restricted-exact,90.2439024390244,465.34322476387024
Restricted-exact,92.6829268292683,484.5520889759064
Restricted-exact,95.1219512195122,490.5903890132904
Restricted-exact,97.5609756097561,512.6344511508942
Restricted-exact,100.0,654.2544839382172
Decomposed,2.4390243902439024,15.675443649291992
Decomposed,4.878048780487805,16.2356219291687
Decomposed,7.317073170731707,17.886351823806763
Decomposed,9.75609756097561,19.14839768409729
Decomposed,12.195121951219512,19.17905807495117
Decomposed,14.634146341463413,20.537235021591187
Decomposed,17.073170731707318,20.642958879470825
Decomposed,19.51219512195122,20.79472184181213
Decomposed,21.951219512195124,20.947865962982178
Decomposed,24.390243902439025,21.676147937774655
Decomposed,26.82926829268293,21.918009042739868
Decomposed,29.268292682926827,22.663578987121586
Decomposed,31.70731707317073,23.39232301712036
Decomposed,34.146341463414636,27.784336805343628
Decomposed,36.58536585365854,32.698508977890015
Decomposed,39.02439024390244,34.061683177948
Decomposed,41.46341463414634,34.44719696044922
Decomposed,43.90243902439025,34.64967226982117
Decomposed,46.34146341463415,35.387127161026
Decomposed,48.78048780487805,36.4979190826416
Decomposed,51.21951219512195,36.64369511604309
Decomposed,53.65853658536586,37.42252802848816
Decomposed,56.09756097560976,37.56411790847778
Decomposed,58.536585365853654,38.46780586242676
Decomposed,60.97560975609756,39.38397765159607
Decomposed,63.41463414634146,39.620276927948
Decomposed,65.85365853658537,39.81110906600952
Decomposed,68.29268292682927,40.29470992088318
Decomposed,70.73170731707317,40.63611793518066
Decomposed,73.17073170731707,41.083783864974976
Decomposed,75.60975609756098,42.44190096855164
Decomposed,78.04878048780488,43.34181499481201
Decomposed,80.48780487804879,44.64077711105347
Decomposed,82.92682926829268,59.51507091522217
Decomposed,85.36585365853658,63.33701133728027
Decomposed,87.8048780487805,63.449970722198486
Decomposed,90.2439024390244,66.56352090835571
Decomposed,92.6829268292683,68.51448702812195
Decomposed,95.1219512195122,68.55708503723145
Decomposed,97.5609756097561,74.86432695388794
Decomposed,100.0,84.58359789848328
