InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,778999.8244022469,778999.8244022519,714805.3118938484,950979.2301965917,0.7232214703177481,2.648009420063246e-5,13.810467015935172,25.970526933670044,21.38
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,651054.4750802818,651054.4750802873,566994.6125026807,748705.313972618,0.412036138137345,6.200064723421672e-5,3.6267205681170673,23.31630825996399,18.18
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4149684952777019e6,1.4149684952777105e6,1.3608966642358757e6,1.4671017494105936e6,0.8448077246244945,0.0005443052580839247,4.780340808048547,167.96253204345703,144.54
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,662165.8004606507,662165.8004606566,569684.0444788663,754329.7952774488,0.35159386058210595,2.0354298027809498e-5,1.5853052888368837,3.922680139541626,2.6
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,716104.3033731163,716104.3033731143,630470.8910795597,796116.7870349215,0.419244389865072,2.2241872179317192e-6,2.113699437490475,3.115485668182373,2.81
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,816036.9657800754,816036.9657801003,666329.5503507059,1.0314743156140167e6,0.6668759256868573,0.00013815143484744206,16.188145363958192,3.229236364364624,2.93
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,833470.2065204729,833470.2065204629,664440.9643938995,1.0293722618069405e6,1.1392598158326839,0.00017786751896751781,14.647428779415996,3.6678450107574463,3.15
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.530514915889878e6,1.5305149158898818e6,1.478927462075027e6,1.5879415642049145e6,0.8802115532087759,0.00010006023758690394,5.446765872287623,9.68109393119812,8.78
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5396403209418952e6,1.5396403209418918e6,1.440607910421137e6,1.671140019271832e6,0.7958655387160204,0.00011156788373926277,4.648160725914912,10.939911842346191,10.0
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.3827485808969683e6,1.3827485808969454e6,1.240250807311686e6,1.509076379332262e6,0.4556881411783785,4.729308737319967e-5,2.451306023601792,20.58306574821472,19.17
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5007945797191556e6,1.5007945797191458e6,1.2837381666576443e6,1.6445351839497024e6,1.1031700238395508,7.825685837775626e-5,9.790619833028781,17.197832822799683,16.0
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,681814.9017806539,681814.9017806568,613594.7136638367,733969.8385075545,0.403687252237517,7.263726644187306e-5,1.73554390632779,4.0894880294799805,3.65
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,681549.0843116763,681549.084311704,611034.1734332428,757739.3041402346,0.4994560075019023,0.00017096524845953645,2.2729832438700277,7.427987098693848,7.06
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,778999.8244021764,778999.8244021811,714805.3118938482,961736.0826996241,0.7075669958869792,0.00010176372657158214,13.810467015935172,6.698439121246338,6.19
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,651054.4750802851,651054.4750802849,567362.4097584473,748705.3139726178,0.4125700286528992,0.00020701818309761555,3.044391010396451,6.289681673049927,5.21
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4149684952777063e6,1.4149684952777151e6,1.360896664235876e6,1.4730392638563558e6,0.8368282850883091,0.0003761659711530488,4.305035301734863,18.07093572616577,16.59
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.44822666950957e6,1.4482266695095727e6,1.3322210984872694e6,1.5985685684062624e6,0.8730438905427177,6.794028703666617e-5,6.20947028763638,19.70455765724182,18.66
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4716760065535693e6,1.4716760065535859e6,1.398704036296972e6,1.5349888197412912e6,0.9540660084434252,6.897369991319078e-5,6.21557302905134,14.768351078033447,13.64
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5176734650662956e6,1.5176734650662914e6,1.364837561984438e6,1.6146704139167147e6,39.451440418084985,0.00011080434404979743,4642.843911613509,19.101056814193726,18.01
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,682985.3263747848,682985.3263747848,623476.9706271455,771638.0243791331,0.37961577292095583,0.00016589112021929566,1.6014222718510924,3.3234472274780273,2.72
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,721575.9654531963,721575.9654532151,591193.6640418705,818150.7636839964,0.6210028925433878,6.7110328708936196e-6,6.76193266146092,6.792923927307129,6.25
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,702266.0575623116,702266.0575623115,664222.4214532168,749868.9161945255,0.18740653395782775,3.302767778842866e-5,7.596873190215416,3.3968846797943115,2.88
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,740953.735127844,740953.7351278454,681327.2638697353,784115.0711149343,0.14335410646751756,4.485285213815337e-5,5.346513967594522,3.5601258277893066,3.0
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.3510331425029754e6,1.3510331425029736e6,1.26118480095407e6,1.44823757345385e6,0.6309396761413744,8.272933155101012e-5,3.5556002368522472,14.399176836013794,13.21
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5381585187555656e6,1.538158518755559e6,1.426570725297209e6,1.6654618058166145e6,0.9168035150895605,2.0288134899799582e-5,5.220705592208312,15.691175937652588,14.62
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5419857074563676e6,1.5419857074563764e6,1.439888234099555e6,1.6413916343289434e6,5.947603086384191,0.0001318638746191107,1745.7200295266691,13.489278793334961,12.44
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.442283676220679e6,1.442283676220692e6,1.2912122634188547e6,1.5722536240497632e6,0.8723062030198576,7.091376699448136e-5,8.44205891640189,15.231110572814941,14.09
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,681672.7024352339,681672.7024352414,585510.1543693981,871434.1452116666,0.27362465658751084,0.00015083026913082886,0.8476545604170486,4.1305458545684814,3.42
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,710104.0339664906,710104.0339664852,627148.2691250677,809376.000313514,0.12327957388607894,2.520463815788443e-5,1.109140650548434,5.474257230758667,4.92
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.090216333347196e6,1.0902163333472272e6,809975.882267715,1.6040859399542909e6,0.757253804256422,1.0897913039242621e-5,3.234950712484182,6.079296827316284,5.56
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,786931.6569796692,786931.6569796863,591290.6440395054,1.190752852964105e6,0.6131352390347455,7.117969437490292e-5,5.180580680037396,6.228132724761963,5.66
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5076191292951477e6,1.5076191292951442e6,1.4154801339454334e6,1.6269257234564938e6,0.8271398365010858,2.059090785605702e-5,7.686688441631254,15.52059531211853,14.4
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4667863488339202e6,1.4667863488339358e6,1.3204087868950493e6,1.5983479044037063e6,0.8085493451630509,6.405639003414315e-5,4.893798345339609,12.649685859680176,11.61
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.462460169407946e6,1.4624601694079472e6,1.3131418131830904e6,1.5964136794399773e6,0.6011895903663342,9.905512611371529e-6,5.647436389930936,16.095227003097534,15.03
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5141500190832675e6,1.5141500190832862e6,1.354797472763953e6,1.8955767224003521e6,0.9813010328909371,9.1482358983254e-5,12.502752727189183,15.387567043304443,14.28
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,703613.3572651168,703613.3572651232,608616.9077320234,791561.753506861,0.2688499430866989,6.840557113152851e-5,1.4509265122857777,5.185392141342163,4.8
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,728068.7779914478,728068.7779914517,648584.7718255863,792039.2242199999,0.10951104920633246,1.960843822834298e-5,0.5993458935260289,5.0203752517700195,4.65
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,815920.2660293388,815920.2660293285,653453.8815163942,1.1798112609121143e6,0.6868121544923184,0.00042215214468807626,4.694736468424034,5.788310289382935,5.43
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,832116.6739996771,832116.6739996716,613060.8106429846,1.207816282823237e6,0.4053976799428314,3.0355465799780335e-5,2.5005546256518376,6.605937480926514,6.18
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.3266463646177922e6,1.3266463646177906e6,1.2106227439500247e6,1.4504630849683327e6,0.509312534290129,3.444994245187449e-5,3.2896947626092348,14.991634130477905,13.96
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4764423054337194e6,1.476442305433725e6,1.3996394214790124e6,1.5514319478638154e6,0.8029584958749176,3.053489114384287e-5,3.9794544860344607,12.824708938598633,11.77
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4194257344347858e6,1.4194257344348046e6,1.2516822722360657e6,1.574686592906937e6,1.0218398138790836,3.8386162750596015e-5,21.84477397190247,14.169058322906494,12.98
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5698341661239727e6,1.5698341661239953e6,1.4016242325710792e6,1.852220397399059e6,1.0200150726969608,3.97173294746029e-5,20.010835686827726,17.004228830337524,15.87
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,829171.752358455,829171.7523584429,663005.6525028943,986503.3586854356,0.4272380274478513,5.639647742983182e-5,2.690883479828062,5.334952116012573,4.71
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,815007.9484247798,815007.9484247803,674416.1135855373,949005.6152702719,0.7145693020124941,5.584576233987322e-5,7.010982651666812,6.905351161956787,6.32
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,929586.5864822832,929586.5864823285,706097.6340527434,1.2808391858686772e6,0.7398998527362578,0.00017852901065287468,5.073599399225261,6.806213140487671,6.17
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,839985.5530918143,839985.5530917875,633834.9032724145,1.4067577146595153e6,2.871027230712804,0.00012994703438722562,256.03720544050464,6.941022872924805,6.58
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.3534252206471632e6,1.3534252206471683e6,1.2533948244857956e6,1.449573565913631e6,0.6412417470846867,6.213197142102684e-5,3.470308313477521,13.745091915130615,12.63
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4175751185153998e6,1.4175751185154044e6,1.3144765142728148e6,1.5253949709410733e6,0.9291343884543258,2.225245412064833e-6,5.636201853506107,15.27996563911438,14.14
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5500646003729857e6,1.550064600372978e6,1.3322886446299045e6,1.8929323144005775e6,0.6038283583150668,0.00017847016460476178,4.197311963159364,19.703948497772217,18.51
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4363522033146243e6,1.4363522033146236e6,1.2325669510823863e6,1.5834562875364595e6,0.7199052421745497,0.0011086194498451623,5.6859319905552494,11.532873392105103,10.45
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,750163.5950886144,750163.5950886138,660490.8276816176,887044.1410957152,0.32315476400821525,0.00011627041280941177,1.905658149291262,5.301958799362183,4.66
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,759940.9706109761,759940.9706109745,694434.4538072397,826016.3923735709,0.10403202984087843,2.677435642788586e-5,0.6711917068212672,3.917468786239624,3.37
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,877905.41205478,877905.4120547721,640253.0416659202,1.1864803975155565e6,0.7619151949152461,5.769089350306911e-5,3.718803719236769,6.4200520515441895,5.83
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,742750.0144675558,742750.0144675681,579807.7765321255,1.0175961037742209e6,1.2436167494931296,0.0002394872734902159,17.842418711516416,8.941167831420898,8.12
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4240217571966434e6,1.4240217571966443e6,1.3526898847229963e6,1.5140584860445024e6,0.5981125964174755,1.571031482094856e-5,2.951877282906886,12.946418046951294,11.83
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.3697134615000896e6,1.3697134615001038e6,1.2899747845162512e6,1.481887910279485e6,0.6132811190419523,9.121297969609018e-5,2.9532840871475954,12.564464330673218,11.43
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.3732388815802839e6,1.3732388815802757e6,1.0818180999482644e6,1.5813112727429257e6,1.2935148044180678,9.850037878682023e-6,56.12416168851972,14.428458452224731,13.33
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5779142850122943e6,1.577914285012283e6,1.3687438381190058e6,1.8845231263371126e6,0.7073618436925838,7.692505665807173e-5,4.611971346647505,13.029884815216064,11.92
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,857549.8754529778,857549.8754529768,728712.625718044,996318.1423360701,0.4745232386041027,0.0017084540327262868,2.1533147205686456,2.743597984313965,2.38
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,710780.6269793524,710780.6269793452,639713.8280083135,792489.1016729042,0.08652470950458899,8.085572060968669e-6,0.6180571497888474,4.505116939544678,4.17
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,939241.3813728422,939241.3813728128,709527.4457824971,1.336924495295677e6,1.930332559019916,0.0008393287188483643,95.133966793917,7.122391700744629,6.59
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,690272.768355869,690272.7683558818,521055.107017725,819370.9479380134,2.6240929701922826,1.1970929779041145e-5,242.27515984616923,5.271525621414185,4.68
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5281253380794215e6,1.528125338079393e6,1.3721157465725103e6,1.7035782870274938e6,0.7386878251805554,7.133457692558268e-5,3.758589101020017,18.630873203277588,17.21
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4602506893779568e6,1.4602506893779547e6,1.352367429526796e6,1.574522429844935e6,0.8072715490876132,0.0005279194067343345,5.515017244665854,17.741750717163086,16.34
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5255420998685374e6,1.5255420998685225e6,1.3075787379493508e6,1.7449557399928647e6,0.6953613923619011,1.7367532628384972e-5,8.648465062575717,14.25087833404541,13.16
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.3507536421384297e6,1.3507536421384292e6,1.1177635293785254e6,1.56444066533156e6,0.6859589922874022,0.0002072780996546881,10.146592224762408,20.264461994171143,19.11
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,645488.7654816738,645488.7654816738,570671.3362325218,722158.147856307,0.2861569397715517,5.580032087493591e-5,1.2629497534250473,2.6207852363586426,2.24
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,677212.8859878884,677212.8859878798,570081.3960514271,769975.087670207,0.38144542164100975,8.774072332219143e-5,1.8426160821158426,5.943434000015259,5.54
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,863526.4508062485,863526.4508062616,702816.0822286943,1.176844283286131e6,0.7413268415165595,6.975426449962141e-5,45.20160826997154,5.69446325302124,5.35
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,715137.5203888341,715137.5203888403,575397.9642524562,896447.1089541126,7.020352318067337,4.0471043095417486e-5,902.3137078871705,6.703845024108887,6.18
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.3788290541638145e6,1.3788290541638213e6,1.277067968411922e6,1.4569547759754364e6,0.5348701603799041,2.732669325253388e-5,2.338952214231014,13.918996572494507,12.82
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4563225972285504e6,1.456322597228553e6,1.3522122780693497e6,1.5686454094026594e6,0.5574922074452491,2.808328752242587e-6,3.6458889241639425,15.07715916633606,14.04
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4529095994361816e6,1.4529095994361886e6,1.296421409480873e6,1.540681846159231e6,0.7554236489049951,0.0002372726030046833,5.427554854542708,18.051104068756104,16.76
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5097189528064723e6,1.5097189528064765e6,1.3559566489078433e6,1.8022727637093125e6,4.249038714642887,1.5189605188637254e-5,619.4107183969852,18.176831483840942,16.63
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,599170.4162938867,599170.4162938867,495777.62964744086,668559.2304866646,0.24963215821287887,0.00012727613863343295,1.0135175884797532,2.952174186706543,2.33
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,599748.724431267,599748.7244312658,491320.9575038306,734249.611767704,0.25523769630576304,0.00019773829822588578,1.25881083252286,6.22985577583313,5.64
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,718921.6506835301,718921.6506835349,625870.4289071131,790726.0325616003,0.09713192253008032,2.4657651397443202e-5,0.6335728280283981,6.57188606262207,6.08
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,inst/inst2020,true,844646.9308934408,844646.930893401,714267.3348457809,1.029647267429039e6,4.170409279127113,3.9947965959509736e-5,291.21618291506036,6.4384660720825195,5.84
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5004846254703165e6,1.500484625470316e6,1.453603949372692e6,1.5567500974814703e6,0.9662579886093795,0.0004480016328798966,4.81793448303041,17.370194911956787,16.49
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5005775458168746e6,1.500577545816893e6,1.4070127076635319e6,1.58482067079754e6,0.68183109708253,0.00021053942630597456,3.9863610698906955,16.52607226371765,15.0
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.5298026649116585e6,1.529802664911669e6,1.4031175746444836e6,1.6330991981444464e6,3.640528984648971,0.00016906894218293494,261.37554893797466,31.672839403152466,30.61
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,LEXMMFSA,inst/inst2020,true,1.4294638870657557e6,1.4294638870657647e6,1.2092572250578583e6,1.6018648908658542e6,0.7716650775752585,1.999835808079516e-5,8.789767822357163,15.995083570480347,14.91
