PercentInstances,Method,GapPct
30.158730158730158,Restricted-exact,0.7521984969242945
31.746031746031747,Restricted-exact,0.7704451916543009
33.333333333333336,Restricted-exact,0.7808642083547923
34.92063492063492,Restricted-exact,0.7847352797417884
36.507936507936506,Restricted-exact,0.7855723459044173
38.095238095238095,Restricted-exact,0.7975683441834747
39.682539682539684,Restricted-exact,0.8311134085697613
41.26984126984127,Restricted-exact,0.8460024920496467
42.857142857142854,Restricted-exact,0.8878917931940178
44.44444444444444,Restricted-exact,0.9128136841800361
46.03174603174603,Restricted-exact,0.9163195008093705
47.61904761904762,Restricted-exact,0.932525223861469
49.20634920634921,Restricted-exact,0.9548904890143151
50.79365079365079,Restricted-exact,1.0034850383259686
52.38095238095238,Restricted-exact,1.0209420279593484
53.96825396825397,Restricted-exact,1.0534649902908644
55.55555555555556,Restricted-exact,1.0636418086468868
57.142857142857146,Restricted-exact,1.0750562171515599
58.73015873015873,Restricted-exact,1.0829402252745757
60.317460317460316,Restricted-exact,1.0871031286977972
61.904761904761905,Restricted-exact,1.095968384302326
63.492063492063494,Restricted-exact,1.1011030198792904
65.07936507936508,Restricted-exact,1.1238297991161161
66.66666666666667,Restricted-exact,1.135377688039596
68.25396825396825,Restricted-exact,1.1617822723901883
69.84126984126983,Restricted-exact,1.2078258967662903
71.42857142857143,Restricted-exact,1.2714393340054642
73.01587301587301,Restricted-exact,1.3149173396616476
74.60317460317461,Restricted-exact,1.3318926569984235
76.19047619047619,Restricted-exact,1.4394239438302092
77.77777777777777,Restricted-exact,1.4557878147674286
79.36507936507937,Restricted-exact,1.5100450700579193
80.95238095238095,Restricted-exact,1.5292537668766037
82.53968253968254,Restricted-exact,1.534293230338446
84.12698412698413,Restricted-exact,1.553267598514263
85.71428571428571,Restricted-exact,1.6029456057535363
87.3015873015873,Restricted-exact,1.6419933616830473
88.88888888888889,Restricted-exact,1.779845805998015
90.47619047619048,Restricted-exact,1.8452440275838367
92.06349206349206,Restricted-exact,1.8880573727782624
93.65079365079364,Restricted-exact,2.1583455414442287
95.23809523809524,Restricted-exact,2.647838421758597
96.82539682539682,Restricted-exact,2.895991490767802
98.41269841269842,Restricted-exact,3.13042752031234
100.0,Restricted-exact,3.5165339548313135
1.5873015873015872,Decomposed,-10.49065678497344
3.1746031746031744,Decomposed,0.0006109689211886149
4.761904761904762,Decomposed,0.7024328364143129
6.349206349206349,Decomposed,0.9247587809806168
7.936507936507937,Decomposed,1.374680843103726
9.523809523809524,Decomposed,1.74655628479361
11.11111111111111,Decomposed,1.8148429289824408
12.698412698412698,Decomposed,2.0773617866585603
14.285714285714286,Decomposed,2.2753475117780253
15.873015873015873,Decomposed,2.5486537047782587
17.46031746031746,Decomposed,2.5887427571348987
19.047619047619047,Decomposed,2.615507467723255
20.634920634920636,Decomposed,2.6697366199330386
22.22222222222222,Decomposed,2.676558608937585
23.80952380952381,Decomposed,2.745735748976741
25.396825396825395,Decomposed,2.769804200392967
26.984126984126984,Decomposed,3.2112179354337966
28.571428571428573,Decomposed,3.370692006422793
30.158730158730158,Decomposed,3.453688482944006
31.746031746031747,Decomposed,3.487773813685613
33.333333333333336,Decomposed,3.6710017599436595
34.92063492063492,Decomposed,3.8543294398179384
36.507936507936506,Decomposed,3.9144161599616867
38.095238095238095,Decomposed,4.010080113386882
39.682539682539684,Decomposed,4.143919007332086
41.26984126984127,Decomposed,4.387833388024909
42.857142857142854,Decomposed,4.464792944954854
44.44444444444444,Decomposed,4.684436510979206
46.03174603174603,Decomposed,4.684970633316299
47.61904761904762,Decomposed,4.787011068321734
49.20634920634921,Decomposed,4.809180489459686
50.79365079365079,Decomposed,4.841214470892408
52.38095238095238,Decomposed,4.863628928742791
53.96825396825397,Decomposed,4.956998923197209
55.55555555555556,Decomposed,5.031980123860547
57.142857142857146,Decomposed,5.139440893652503
58.73015873015873,Decomposed,5.208469074838096
60.317460317460316,Decomposed,5.230670241190927
61.904761904761905,Decomposed,5.356707115612291
63.492063492063494,Decomposed,5.424865543740842
65.07936507936508,Decomposed,5.628664337851164
66.66666666666667,Decomposed,6.29141426712605
68.25396825396825,Decomposed,6.874446501291898
69.84126984126983,Decomposed,7.570518998456088
71.42857142857143,Decomposed,8.186156275944988
73.01587301587301,Decomposed,8.97397422542725
74.60317460317461,Decomposed,9.185261878081041
76.19047619047619,Decomposed,10.619815823731638
77.77777777777777,Decomposed,10.817934829637444
79.36507936507937,Decomposed,10.867467460140933
80.95238095238095,Decomposed,11.52832618613495
82.53968253968254,Decomposed,12.336717427720668
84.12698412698413,Decomposed,13.135862074852467
85.71428571428571,Decomposed,13.450652057075807
87.3015873015873,Decomposed,13.630667924126838
88.88888888888889,Decomposed,14.051445984723209
90.47619047619048,Decomposed,18.214268931150855
92.06349206349206,Decomposed,18.315302209765427
93.65079365079364,Decomposed,21.087706605274747
95.23809523809524,Decomposed,22.493713993319897
96.82539682539682,Decomposed,30.514209415558312
98.41269841269842,Decomposed,32.58497688816953
100.0,Decomposed,33.39703949173731
