InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,ExpectedDemand,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,AllGridExpectedCost,Savings,RunTimeSec,ModelSolveTimeSec
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,800.2551902097458,106.6038671343103,0.0,284.75556172255386,134786.0866521784,99663.6663076456,168471.12572052074,14.17127441535291,0.006132659799793435,100.84393862197516,156694.95466567608,21908.868013497675,32.6383421421051,16.67
10,Drahi_10.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,800.6360005461826,106.60386713431032,0.0,299.1953548361255,134910.3825628495,97329.95707013312,162791.7292667631,31.29273507343167,0.0,211.83490731381025,156583.4818594545,21673.09929660501,32.6383421421051,16.67
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,795.9849699739221,55.14845429222952,0.0,158.65687170439224,133903.9811867055,112695.65551704663,151701.87487122166,4.613582627998435,0.0,99.17117632414245,145173.14697501957,11269.165788314072,33.09391403198242,13.43
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,802.814113678074,54.03734318111862,0.0,221.54101689733216,135022.4531218473,104447.74411068694,154929.53869485552,16.54853163336751,0.0,163.79046271325154,146388.703331948,11366.250210100698,33.09391403198242,13.43
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,801.0836672886252,54.037343181118516,0.0,199.61889056939427,134955.24283244892,102751.11463436103,151010.99090547935,18.37008521877092,0.0,177.37692454454628,145970.6602068325,11015.41737438357,33.09391403198242,13.43
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,801.2285821451854,54.03734318111854,0.0,320.76012176845944,148368.99361939216,129438.40554389532,170260.21596603515,14.130125936023887,0.0,234.0520749443856,152884.68841421907,4515.694794826908,33.09391403198242,13.43
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,819.5242154065604,54.03734318111774,4.0,170.33841660971262,154282.38725268695,148170.5376445852,157416.90016898606,11.3395170759756,0.008129578482789404,160.4937229081907,158246.50293762053,3964.115684933582,33.09391403198242,13.43
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,800.1908695147939,54.03734318111806,0.0,202.84897375214223,146455.36704112604,127763.53324470467,164018.0919511956,11.04785295179639,0.0,112.35620933693268,152607.5289160678,6152.161874941754,33.09391403198242,13.43
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,778.4959262780558,54.037343181118175,0.0,139.22153157045378,146937.27969556695,138058.12587271823,157035.05702146035,14.426368951373728,0.0,139.22153157045378,150918.97664162767,3981.6969460607215,33.09391403198242,13.43
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,798.577884978418,54.03734318111983,0.0,219.74989544692505,146260.8393425904,121223.25253810854,165290.82681686286,16.903953574332235,0.0,124.28233617452426,152319.97982542546,6059.140482835064,33.09391403198242,13.43
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,774.7987480682061,54.03734318111812,6.67501955091679,196.84212171167675,145064.3437183515,139806.6587316895,155566.69480829587,13.701603974905533,0.015251606381173404,173.73149366266406,150122.4995770928,5058.155858741287,33.09391403198242,13.43
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,835.0542069555394,54.0373431811183,0.0,173.16247579421122,158355.18693423792,150232.63864753157,170369.7814822776,12.898190311573071,0.0,173.16247579421122,160760.42506865432,2405.2381344164023,33.09391403198242,13.43
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,814.195098296303,138.39870810141846,68.49346931303667,317.4312469895586,136956.42778182885,126007.63387052427,146953.10095039377,40.73604492272955,0.01142023949219942,317.4312469895586,159974.93045317946,23018.50267135061,43.69653105735779,20.06
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,788.9676134052448,138.62076835409064,0.0,354.86565167498685,127333.90228800233,86128.269405855,163840.09966094873,23.78394711659216,0.0,282.0128812701833,156361.94768542724,29028.04539742491,43.69653105735779,20.06
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,800.737787391572,138.62076835409204,0.0,564.0902425472477,139344.25978411722,107503.19801539811,168952.97245178506,32.16746799995532,0.0,318.0796931472183,150104.7628952756,10760.503111158381,43.69653105735779,20.06
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,807.4543535084972,138.41911626468513,0.0,323.29283595058064,130143.92216196784,96269.8583751974,159312.8810743697,24.990923233157776,0.0,293.28112940797524,160125.7050540704,29981.78289210255,43.69653105735779,20.06
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,795.7077486759448,138.43660897605454,0.0,312.07515302452487,128367.79225179106,90216.61506934452,162543.1501878837,48.06044798872756,0.0,297.30290543578207,157850.36985503067,29482.57760323961,43.69653105735779,20.06
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,797.6971161474027,138.62076835409144,0.0,621.4026241816798,138433.89326351916,113164.46470718939,162039.5725062332,31.0505341455926,0.019552991014999924,286.863024250452,149549.4098540577,11115.516590538551,43.69653105735779,20.06
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,788.5562557571029,138.62076835409093,0.0,342.00691697600394,127514.76185607738,88757.06075598786,162744.82446015245,30.587671169432628,0.008568136041883062,239.17740037528765,156486.63049331272,28971.86863723534,43.69653105735779,20.06
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,817.4726492599943,138.43660897605545,86.17364231283622,318.7309934552827,136585.31307190412,121099.7760890433,147112.13738845367,28.46324353882839,0.006479039770859781,235.55859760716584,159351.3804824119,22766.067410507792,43.69653105735779,20.06
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,799.0056475037317,138.62076835408925,16.0,491.0661747829997,139199.93816326407,104509.31953407476,166348.048277156,42.423680210903456,0.0004332093542590351,372.94063668699624,149848.04562674087,10648.107463476801,43.69653105735779,20.06
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,798.2903207073198,138.62076835409104,0.0,315.38659117044097,128676.361690522,92537.91565327255,169456.48434696047,53.64916487049119,0.0,249.4302356065726,158296.99996111964,29620.638270597643,43.69653105735779,20.06
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,801.471069269951,221.03202446204708,0.0,746.4443860672952,137070.7645072355,103016.17895974945,157561.8334139764,64.90470190254511,0.0,663.3165346866517,146633.48949748045,9562.724990244955,33.18115210533142,17.22
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,816.7245387169309,221.39842657844892,51.96222982117672,367.31140087756637,104706.23058052814,85819.29303439314,133098.6699582277,32.6940055081422,0.004949433888134125,289.2590357160409,151760.4920528785,47054.26147235035,33.18115210533142,17.22
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,798.498176769428,221.03202446204557,0.0,874.0463276904851,136576.6208290782,106315.62404604565,160526.36993938845,51.622363626864534,0.0,773.9050855051476,146075.7769797567,9499.156150678493,33.18115210533142,17.22
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,782.9128765965896,221.39842657845,67.738849573451,764.1684180935554,139675.89775276007,130358.54297099386,143863.30908494082,54.000994087921384,0.00676656401742401,542.9995415720093,156877.08879128358,17201.19103852351,33.18115210533142,17.22
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,837.76107861466,221.03202446204503,25.407764823392,549.3156283512735,149541.6626871653,141223.3186766481,160026.05482916124,22.72315244005666,0.01616307125261026,549.3156283512735,168161.7930103231,18620.13032315779,33.18115210533142,17.22
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,800.2283938100413,220.9645641445894,0.0,743.7086294634923,136359.7676868655,106473.50898117035,157823.29533232327,22.400841985824236,0.0,446.2230443566434,146387.9655899816,10028.197903116117,33.18115210533142,17.22
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,817.4825134372405,220.99234192236432,98.34067355692454,369.26493583844064,105804.86743868307,79736.57206466781,130804.17107872808,59.209441645397455,0.024323497489016077,318.40824887173216,151765.89772074838,45961.030282065316,33.18115210533142,17.22
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,800.676813724919,221.0320244620491,0.0,783.2812379447936,136538.70525913875,107898.61576665539,159208.37650199552,25.045528976230617,0.0,651.2936399629577,146456.46948648963,9917.764227350883,33.18115210533142,17.22
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,817.6364478629721,221.03202446204793,86.41133544499864,395.8037178057175,106085.77043822511,84936.83619115013,131230.15292500844,55.69206533408957,0.015395002685966486,393.8527981667005,151880.3165021298,45794.546063904694,33.18115210533142,17.22
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,793.5164620508074,221.39842657844974,1.5211904741743547,646.3225704943976,141203.93226469526,120175.52892329224,155664.46761967175,48.24664452323292,0.017056739964356145,514.8944698904943,158971.85391632188,17767.921651626617,33.18115210533142,17.22
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,799.0005053429953,164.7018847737631,4.0,515.6888491658106,152519.6769763977,121577.95477250591,175327.97918412334,3.9808535387327066,0.0020069165726387442,420.8941728513747,164108.4282331945,11588.751256796822,28.40554690361023,13.91
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,811.9851250512818,163.59077366265208,0.0,352.479220686884,127286.25627348037,93934.19636165805,168465.07555488512,36.0219291515914,0.0,266.8798685047671,162654.86272025452,35368.60644677415,28.40554690361023,13.91
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,781.3588478136205,163.59077366265208,25.97926459047225,391.68486955045074,136507.72634664885,128640.99967533039,141938.4665050858,28.791082146670913,0.002241343302725914,339.36520743093945,153540.03188856217,17032.305541913316,28.40554690361023,13.91
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,803.3648115942348,163.59077366265,0.0,510.4166998627878,151180.30513070562,117964.47969690136,177916.4706738059,37.536667845990216,0.0,387.2642778568869,165038.0493902726,13857.74425956697,28.40554690361023,13.91
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,847.2756711639177,163.59077366264944,12.0,420.04728062994286,153764.14380671483,143511.625826654,161618.29427302157,51.85853033201944,0.0007970638812563578,348.3756732678501,165583.59581612673,11819.452009411907,28.40554690361023,13.91
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,800.0565091415721,163.5907736626525,15.223146165472757,370.4617428775524,125400.02309944828,81460.04919189388,160593.09299024835,51.38612872875108,0.0030460339241310617,302.9607199350841,160537.53636649958,35137.5132670513,28.40554690361023,13.91
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,797.9064867931353,163.59077366265157,0.0,391.52472184328445,125211.61620698933,76972.54537554987,163643.01412178227,36.01265128335402,0.0,316.18825340086755,160269.54032302627,35057.92411603694,28.40554690361023,13.91
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,793.2981907380529,163.59077366265075,19.429222120626672,394.44577124707416,124342.33648243237,71347.79041757605,160071.3115920836,52.3207245890652,0.013366305648106166,376.40912262608487,159204.7644998242,34862.42801739184,28.40554690361023,13.91
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,799.1643393617026,163.5907736626523,0.0,405.75704057040184,125271.58696114623,76779.16465884614,160905.32837337666,7.30288749445393,0.0012061125107384043,110.70599217691563,160288.80505787247,35017.21809672624,28.40554690361023,13.91
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,801.7332490824454,163.59077366265205,0.0,682.0260235459571,150817.92807460605,121721.62132007434,176294.20232272832,33.489148065901176,0.0,360.42902686182424,164696.44578620064,13878.517711594584,28.40554690361023,13.91
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,796.5501653702531,187.59610137487783,0.0,760.7711709485034,138536.54025400733,105904.13672411612,163670.132432206,13.809240977972035,0.01846200061246852,674.381481621602,149436.61294161488,10900.07268760755,24.217303037643433,10.29
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,950.0151788168527,186.48499026377002,25.876555918987524,374.8137859006966,139463.41277372953,94140.42355361076,210058.87021483615,56.639823047301384,0.027972710536742343,355.338008926691,181369.62852204996,41906.21574832042,24.217303037643433,10.29
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,944.3772267060888,186.4849902637659,16.35561894213151,366.6533114309483,137319.98840152225,99019.73735876575,189419.0948010104,58.77257295684569,0.00447247503219199,295.89484831520485,180248.47415712135,42928.485755599104,24.217303037643433,10.29
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,801.7707036799185,186.48499026376578,25.599333593738557,490.2715768439403,144528.7198087713,139077.40026330278,149180.92318530375,49.39807477264211,0.00020829821627335905,459.2637945749228,154384.81705244468,9856.097243673372,24.217303037643433,10.29
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,794.5041561572987,186.48499026376328,0.0,1009.8337224098988,145105.8052596529,130885.61054678902,153728.45581413878,8.583215262176854,0.011174659703141045,359.21972543006723,152907.60070753953,7801.79544788663,24.217303037643433,10.29
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,791.4998853960093,186.4849902637694,0.0,614.1576756191115,143910.83683163722,127314.26429988845,151624.13022464575,45.92534282268898,0.0,473.68545350288656,151903.25105651465,7992.41422487743,24.217303037643433,10.29
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,806.1286777643334,186.4849902637652,0.0,672.7741965632804,150953.00678486752,133133.0719440179,159485.64200520827,12.04657056232023,0.0,257.34446896597655,155130.5595294455,4177.552744577988,24.217303037643433,10.29
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,800.3628451791527,186.48499026376825,0.0,573.6215709571272,137904.87479995168,108528.59588656815,161457.2272411179,35.06361544034021,0.0,397.276758357209,150167.43225468372,12262.557454732043,24.217303037643433,10.29
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,793.4969146434513,186.48499026376885,0.0,752.1602831691573,149629.92850258294,138617.93533103427,156153.59047217062,32.095061308203704,0.01863409190597745,401.08552794449315,152673.96377427838,3044.0352716954367,24.217303037643433,10.29
6,Drahi_6.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,800.7570905812103,186.48499026376675,0.0,797.9417478034228,137997.11534569567,99619.34428239848,162407.32268263723,15.075169506298638,0.010934178075447337,270.88964453932795,150262.40835453413,12265.29300883846,24.217303037643433,10.29
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,833.293416171628,199.0027389789189,5.6723663164360625,805.6323457815971,149740.4781636384,130210.74182665531,160564.58098476933,4.562353300010267,0.0073231251470115355,453.8443827396601,160732.81774442917,10992.339580790751,23.317951917648315,11.76
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,805.0581438736515,198.4471834233623,0.0,421.3591368339953,115604.64107972871,73924.81994658438,154313.80229097122,27.422738685360656,0.0,241.97435057241293,157842.18997023973,42237.548890511025,23.317951917648315,11.76
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,797.9882342960361,198.4471834233637,4.0,655.8723839608989,151576.29724109275,116251.90758956116,174228.9702827858,40.245037257349836,0.0024536214184312827,617.6001717551301,162282.30901033455,10706.011769241799,23.317951917648315,11.76
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,824.3811881680053,198.44718342336395,23.260522854613075,414.1090104357911,118473.11042047056,84842.48751802524,155558.86105376744,41.680011247941074,0.008990953883616464,360.56158979636285,161460.23915045612,42987.12872998556,23.317951917648315,11.76
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,800.9106350160945,198.4471834233624,0.0,793.723674705966,152186.67030328733,113392.58718668816,175853.4416630178,62.696148199174196,0.001223545379891342,735.1967443480253,162892.87211403088,10706.201810743543,23.317951917648315,11.76
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,802.420110609005,198.44718342336125,0.0,693.5013916315115,151885.1288928841,112116.14880592201,178802.57787151245,57.46560774411178,0.0,693.5013916315115,163203.07572334536,11317.946830461267,23.317951917648315,11.76
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,801.1514373298475,198.4471834233628,0.0,678.2090411007459,151642.6437568141,123007.06718337003,181176.37732016383,36.289318153559506,0.0,619.063377681587,162932.85162622505,11290.207869410951,23.317951917648315,11.76
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,819.1493341238523,198.44718342336145,11.276672647055324,398.45540901791367,118281.37029046532,85938.28441411653,158566.12625460196,39.133381120994514,0.014947869668283754,302.3267236826119,160325.37205284962,42044.0017623843,23.317951917648315,11.76
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,803.6299369886235,198.4471834233622,26.258820601709367,452.5344390477401,142266.22148253716,132469.21796180052,151481.7557674201,35.17279951942675,0.012939289866743595,331.3967044709674,154753.73120659715,12487.509724059986,23.317951917648315,11.76
7,Drahi_7.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,779.1346210680257,199.00273897891805,0.0,625.4898294460467,139089.15273874416,118215.93369211629,149109.33737314507,92.99303056524457,0.0,516.3165585163185,149995.91957517606,10906.766836431896,23.317951917648315,11.76
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,1573.782286691191,191.94962381018826,0.0,481.1568665808528,244154.3896990891,139217.69066003364,390128.55422454973,6.306415629058288,0.03717690693433247,481.1568665808528,287888.19652621663,43733.806827127526,28.325294017791748,12.88
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,802.1773918842446,190.83851269907905,4.0,601.9713630639258,143867.37201480323,113720.69291827631,164204.63289142377,55.71443465171767,0.01234056521742015,491.0666508907141,151589.58540770877,7722.213392905542,28.325294017791748,12.88
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,800.6939609392983,190.8385126990778,0.0,953.8390303176125,143186.26315543117,115359.27444852199,165854.79892180083,20.32267674771851,0.019669028440626155,313.5986537478924,151294.4899337786,8108.2267783474235,28.325294017791748,12.88
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,799.6129417518777,190.83851269907805,0.0,786.6550622677105,143527.71262102944,113626.83819241224,162395.29216887735,24.54318473757285,0.009109077843129842,571.3280886579499,151119.76755965443,7592.054938624991,28.325294017791748,12.88
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,772.7404707336966,190.8385126990808,3.6476637971353694,833.8390011392046,128408.55525841564,121028.76477449463,134030.54810718048,23.75977724572321,0.0016819996216982957,340.80945507118935,138814.3345421582,10405.779283742566,28.325294017791748,12.88
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,811.0466746190757,190.83851269907638,27.97235334606809,609.5549476308057,134044.13298128365,125674.35972906092,139284.1484554697,25.938852058220803,0.012564591562226144,412.4375766544863,146657.42476908313,12613.291787799477,28.325294017791748,12.88
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,801.5113562502842,190.83851269907416,0.0,753.8845261849187,143357.31910870582,117849.78218554604,162616.47751403137,44.870749743889334,0.0,581.4061400318559,151476.26539116364,8118.946282457822,28.325294017791748,12.88
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,798.8932621974384,190.83851269907797,0.0,913.5483843722834,142874.33044968251,116717.65348694084,160528.28949750154,28.70841295161004,0.0,410.7766108770122,150956.89613531082,8082.565685628302,28.325294017791748,12.88
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,799.064551684654,190.83851269907922,0.0,707.69674879638,131852.591943102,115708.2992057457,143052.07498814783,45.280517301090306,0.0,357.0070975083131,143995.98081096174,12143.388867859758,28.325294017791748,12.88
8,Drahi_8.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,821.5545461791063,190.83851269908084,4.0,688.3580804587382,137249.3823839457,125309.19176553181,153102.4490548058,28.33565873882419,0.009778460319876432,688.3580804587382,147741.12015422847,10491.73777028278,28.325294017791748,12.88
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,784.5854593241803,174.76689082315008,52.19363875568328,533.8492206165174,124932.96880091449,117400.82109207285,129889.76511975976,4.704880841514547,0.007694093078151824,397.5667769488368,138024.45408575618,13091.485284841692,21.10696816444397,9.95
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,798.597658543796,173.6557797120405,0.0,681.8903750094389,145516.59619639796,109896.05166261308,164973.81045648252,20.146499112040924,0.016632128714413864,363.6080685578941,151567.9687855654,6051.37258916744,21.10696816444397,9.95
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,778.4485354360945,173.6557797120384,10.28172502036265,676.4303879755421,127418.58417772462,116814.82908623328,133849.12098586097,5.924865850863477,0.015637088777450545,141.47338642293502,136819.13697605213,9400.55279832751,21.10696816444397,9.95
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,799.4103755913466,173.65577971204036,0.0,583.9547293522717,145679.48548515487,117427.01753430426,164897.03559171763,54.275465596168104,0.0,578.8321171754956,151712.75371504526,6033.268229890382,21.10696816444397,9.95
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,801.9621170797121,173.65577971203967,0.0,738.6326685318018,146084.94997450555,122577.82375651882,166053.59082655062,48.20209120585715,0.0,406.23815152970894,152223.24577704864,6138.295802543085,21.10696816444397,9.95
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,797.151817370361,173.65577971203828,2.643535449040172,687.9666859524575,144923.73888571718,115701.52930479591,163078.4689241338,60.81307065806177,0.0018521967244117712,555.5766405391179,151328.18930945228,6404.450423735107,21.10696816444397,9.95
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,901.0731697966451,173.65577971204104,31.595772996513297,350.77200281792756,138528.06088599158,113154.84307018406,173378.9951549087,24.024595387236317,0.026507719584594004,279.7024206270544,178267.0757324172,39739.01484642562,21.10696816444397,9.95
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,786.0346182880583,173.65577971204002,4.0,434.29533524259904,129092.79812930268,115465.10542179167,140050.2158919696,38.62701629433833,0.024243744922872443,365.914367576617,138149.29310089827,9056.494971595588,21.10696816444397,9.95
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,877.5248447384708,173.65577971204002,15.238586799771019,331.4577977745566,133679.8733849227,103832.00133441387,181892.03896309147,25.879877291232606,0.0032732834298518096,205.01908680998662,173684.4998846996,40004.626499776874,21.10696816444397,9.95
9,Drahi_9.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,799.1077457173698,173.65577971203996,0.0,459.4396575427887,145346.31355632143,121042.18101946593,161850.99275530386,48.043464833940504,0.0023246877091304746,391.06722242879,151694.31447922127,6348.000922899839,21.10696816444397,9.95
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,783.6927434508723,103.50224994611476,6.056608042168035,347.35095450326986,145034.06142191516,135362.60308483025,156445.29267736038,11.735696039224141,0.0011430869309045643,297.2525097473191,152951.26428766537,7917.202865750209,29.780744075775146,10.48
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,831.9018885010724,102.39113883500275,0.0,638.4399971980218,155610.55680733785,147968.32199714932,162593.9930656191,8.275622752820494,0.0,173.9877153564825,162323.20089897365,6712.644091635797,29.780744075775146,10.48
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,804.7524735933005,102.39113883500423,0.0,336.8243120598293,134484.33650928078,94219.79281011128,167352.67459010475,23.80317666133462,0.0,226.99752365630644,156250.56789166527,21766.23138238449,29.780744075775146,10.48
