InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,ExpectedDemand,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,AllGridExpectedCost,Savings,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,814.7883966379627,102.3911388350034,0.0,580.2472634905384,154259.9684576358,148649.6601952464,159422.57593826624,38.582360995307994,0.0,473.96012162684485,159937.93603792603,5677.96758029022,29.780744075775146,10.48
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,800.2078267906903,102.39113883500418,0.0,613.1884061381907,145686.2107666227,111165.77977329933,165243.53491219177,39.86653210524085,0.0,518.700631893217,151160.1617122202,5473.950945597491,29.780744075775146,10.48
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,807.3442581477095,102.39113883500247,0.0,344.0142219843236,133985.13741706713,92448.81872985893,166283.2172340125,38.309928887529935,0.0,344.0142219843236,156435.79500803817,22450.657590971037,29.780744075775146,10.48
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,818.5312144398316,102.39113883500373,0.0,340.7197930197485,136272.1988579938,88833.82745986017,162825.20405088563,32.48229746825157,0.0,340.7197930197485,158788.80677185886,22516.607913865068,29.780744075775146,10.48
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,798.4721267165868,102.39113883500418,0.0,477.877518243616,145169.52405744392,112427.07732465367,166586.7832924135,22.369157814133253,0.0,422.53969335909494,150885.51335771367,5715.98930026975,29.780744075775146,10.48
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,799.0089327880718,102.39113883500508,0.0,645.0042714851254,145356.32215731658,120523.30320510168,165442.70723156084,37.633601725974486,0.0,508.50943651261684,150941.2092612141,5584.887103897519,29.780744075775146,10.48
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,804.8812422639134,102.39113883500387,0.0,531.2924771037071,151817.37777722432,132105.41198409244,163379.78180878112,25.297491075220336,0.0,322.78149441071986,157273.61797736533,5456.240200141008,29.780744075775146,10.48
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,804.061380552753,110.73409889691757,0.0,384.90001137420563,138021.58099396774,97480.89521567679,172323.86180522892,37.151445250323654,0.0,208.2272802399333,164278.28775277553,26256.70675880779,28.30153489112854,13.03
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,824.5393794857703,109.62298778580693,0.0,204.79359682109495,133680.0166730436,122671.65891953283,152079.2075678864,21.91862456332764,0.0,105.83979936329612,151758.70734270435,18078.690669660748,28.30153489112854,13.03
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,799.2698701007005,109.62298778580572,0.0,445.4798208222015,138093.31085086073,101009.7004622342,159039.32977940445,36.1205624490981,0.0,376.4851868322306,143386.08192653905,5292.77107567832,28.30153489112854,13.03
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,800.4158143314065,109.6229877858059,1.994652040372679,552.1827452123267,139134.48499719473,106089.71397034175,160558.07818332347,21.96212947719791,0.018277239836868787,313.0331017239949,143628.99424627982,4494.509249085095,28.30153489112854,13.03
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,800.4649580402812,109.62298778580687,0.0,474.0996675322797,139646.4829512745,108904.59182336814,155414.76405325512,17.25045581358718,0.0,242.6666330309086,143595.84075736717,3949.357806092681,28.30153489112854,13.03
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,800.378631848062,109.62298778580578,0.0,676.7566337598705,140142.89550661712,112550.89366057611,159350.9368694576,17.89671286418965,0.018300943774130444,328.5735421512745,143619.03517274535,3476.1396661282342,28.30153489112854,13.03
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,799.3445977915362,109.62298778580676,0.0,471.6020441193424,139314.18684217872,108066.68121027389,157072.09500284906,34.821869041481584,0.0,471.6020441193424,143406.96870324868,4092.7818610699615,28.30153489112854,13.03
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,806.3127760796893,109.62298778580578,0.0,319.1503309143754,139125.9110177357,92358.48224069121,167971.77933661215,13.796428603527692,0.03088079812288134,319.1503309143754,164555.11359049287,25429.202572757174,28.30153489112854,13.03
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,799.9078053999683,109.62298778580633,0.0,653.7352361792816,139032.79563722463,104170.80813824311,160703.23919029435,36.72697697872376,0.0,653.7352361792816,143534.9945599049,4502.198922680283,28.30153489112854,13.03
10,Drahi_10.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,793.951582501226,109.62298778580407,0.0,387.17172517577126,136466.43208500804,76010.482697961,164976.76937722092,35.393599908206575,0.0,268.8880975650701,161988.33848303702,25521.90639802898,28.30153489112854,13.03
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,800.1610603584236,52.261450399606225,0.0,370.1288150258632,150820.3565614614,146934.93474900728,155048.78554578224,36.83807766400554,0.0,298.20274010049127,151676.8212275246,856.4646660631988,43.224148988723755,16.58
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,791.0646440970352,51.150339288494735,0.0,191.88779898001437,141563.5353366174,110730.67943346278,159665.61256514923,18.713963384404337,0.0,191.88779898001437,151377.40738982862,9813.872053211206,43.224148988723755,16.58
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,802.8960028320982,51.15033928849484,0.0,375.02470150196154,147118.72551752737,107094.8731268837,168159.90697117196,20.202932408877597,0.0,375.02470150196154,155594.0076658156,8475.282148288214,43.224148988723755,16.58
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,785.8739531958944,51.15033928849531,0.0,346.59396210770825,143466.4890900818,134555.0415191133,149134.63334027352,18.210560428824667,0.0,346.59396210770825,148649.34058001344,5182.851489931636,43.224148988723755,16.58
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,803.0033564710726,51.150339288494855,0.0,557.9547554517085,150209.1226004338,110662.12074303922,170575.38901805267,13.223039936927725,0.0,166.05643677510568,155600.09623549532,5390.973635061528,43.224148988723755,16.58
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,795.3541947937431,51.15033928849524,0.0,535.2864889234903,148405.62062868918,137927.12174180787,151684.16358258398,9.558780880326392,0.0,173.59223009289823,150323.01880046134,1917.3981717721617,43.224148988723755,16.58
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,800.3976382754803,51.15033928849544,0.0,401.17295081222727,151543.19632704218,120356.5994992785,171946.1892274923,20.133515631043867,0.0,401.17295081222727,155113.1278089953,3569.9314819531282,43.224148988723755,16.58
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,798.917443165303,51.15033928849462,0.0,327.29578091161113,141994.98494706023,90882.34258240888,162139.42778126022,5.020641229836522,0.0,81.01888532107351,152845.52928766198,10850.544340601744,43.224148988723755,16.58
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,816.6202341475704,51.15033928849495,0.0,279.39036005051327,145761.62150307765,93950.92042980445,166671.30112273275,18.895097914967216,0.0,279.39036005051327,156478.5552166348,10716.93371355714,43.224148988723755,16.58
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,798.366427354865,51.15033928849531,0.0,268.5859121788141,150053.8698437285,144462.37723419486,157107.24462562252,22.11222705872994,0.0,266.1597917035989,150594.03063624003,540.1607925115386,43.224148988723755,16.58
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,802.228508161455,150.41464628019466,0.0,900.3390341265131,145337.88013361706,91359.02931916938,167386.73119983767,47.82924631026092,0.0,776.1690679574656,153610.39044481632,8272.510311199265,35.94517993927002,14.97
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,798.5591497081662,149.30353516908178,0.0,714.7274728902875,144056.799675913,103007.53282790384,170509.208178696,22.88535322697302,0.0,377.2371494179841,152875.05839611654,8818.258720203536,35.94517993927002,14.97
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,801.5666464079493,149.30353516908264,0.0,764.786129159,144060.7176374938,111114.33597545954,157936.58490255853,21.425535562813245,0.0,534.7339488595006,158098.9781636918,14038.260526197992,35.94517993927002,14.97
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,961.087540862957,149.3035351690835,0.0,730.7210610811908,157937.50784974123,101793.86008634162,295148.49920158106,57.21222366101892,0.0,439.8099808908799,192873.2691741572,34935.76132441597,35.94517993927002,14.97
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,963.7085473924722,149.30353516908312,0.0,716.0532192238657,159314.63342517655,96694.73549523168,286118.9023960769,76.80192770421036,0.0,716.0532192238657,193459.80203750794,34145.168612331385,35.94517993927002,14.97
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,801.4528914554679,149.30353516908315,0.0,1036.1572876266564,144721.9932456367,102128.66539034343,168410.4450850145,22.97577755320706,0.0,520.5362601640381,153454.6304750488,8732.637229412096,35.94517993927002,14.97
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,809.2020567192272,149.3035351690863,7.666832963626585,728.9650258232283,146417.31420863196,132350.6926824683,157707.6218237423,11.035237926842207,0.01668483283697216,222.52120539212999,159860.6334947852,13443.319286153244,35.94517993927002,14.97
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,800.0759580614302,149.3035351690844,0.0,1294.6493451134293,146667.7544806446,91479.62867721071,168164.71075889777,22.150208569222254,0.0,466.6379713248472,153180.0584863109,6512.304005666316,35.94517993927002,14.97
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,844.855247282101,149.30353516908445,16.069118475174186,670.1426611922303,147753.88534769273,122524.57440161156,161048.72392235062,35.16532978800986,0.010144212028690982,201.05399728759318,167282.61265127885,19528.727303586114,35.94517993927002,14.97
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,801.852371655066,149.30353516908264,0.0,1172.9143418739109,146562.74352720162,91769.77348613854,166382.68018039042,27.27367943120103,0.0,348.3542381041252,153552.78099763696,6990.037470435345,35.94517993927002,14.97
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,801.3050436775164,167.90274785886422,0.0,599.3005235326301,120610.1526110786,58320.65186444096,159943.7883909282,12.958546551802783,0.0,275.5508902806986,155339.7586340688,34729.60602299019,25.289350986480713,11.45
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,806.2188747559196,166.79163674775555,0.0,578.7229442224724,121627.67074291981,58537.96389305524,162627.8565006191,50.06994076481899,0.0,355.71027298021545,156275.9325724538,34648.26182953399,25.289350986480713,11.45
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,805.4960275994748,166.79163674775785,0.0,534.8327849600125,121911.29804403344,72116.37058870107,165008.28056642858,27.23671133499107,0.041651259727661386,451.68775678565936,156208.3399544119,34297.041910378466,25.289350986480713,11.45
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,813.3044178301029,166.79163674775324,0.0,721.9066057523632,133450.62749956446,92602.64688769156,165859.34390321717,51.96042593752539,0.0,703.7415417231606,152128.06179514047,18677.434295576008,25.289350986480713,11.45
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,806.1554038845085,166.7916367477528,0.0,651.4294563127758,121668.49063814116,68662.1243137156,165177.0784623008,42.55943423671781,0.0,489.6815962321146,156290.69469392818,34622.20405578702,25.289350986480713,11.45
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,792.9820490427632,166.7916367477541,0.0,1446.4450220091835,147235.10576157368,137057.05372433105,157020.29937833242,46.32999387564536,0.0,649.0324292230932,151696.3842671157,4461.2785055420245,25.289350986480713,11.45
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,802.5086057636192,166.79163674775435,0.0,521.2097941770601,121171.60385143709,76591.75493804035,159725.3762467841,54.2800706197647,0.0,265.69758472755586,155479.92810590885,34308.324254471765,25.289350986480713,11.45
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,803.6542483820415,166.79163674775563,1.6956926490523012,786.6942177139723,143151.8711229605,132124.22420905868,152912.84471260416,44.53249285406107,0.0,462.9367978351765,153893.46812573285,10741.597002772352,25.289350986480713,11.45
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,813.0923884327151,166.7916367477516,0.0,826.1752566228894,132738.65343758435,93013.34040514186,166760.73767213375,15.911780502325655,0.0,315.61967917657626,152084.30728811285,19345.6538505285,25.289350986480713,11.45
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,812.8446509565777,166.79163674775398,0.0,587.3319051751694,123177.0723593164,68154.52552259654,166103.410746908,41.77364310498358,0.0,256.13864546196396,157519.96030669563,34342.88794737923,25.289350986480713,11.45
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,798.2568259354153,178.6278785597094,0.0,929.2858571370161,147530.42269649226,108852.09025317593,175426.1482224828,40.28850767755694,0.0,814.5264157871928,159858.15801198475,12327.735315492493,22.806952953338623,9.2
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,800.986464344493,177.51676744859725,0.0,818.105773908247,147046.58774704713,103834.07820989405,175609.82699003088,16.39369771281343,0.0,585.904265157453,160377.45753685726,13330.869789810124,22.806952953338623,9.2
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,788.3800198576185,177.51676744859662,0.0,1059.7400245266674,150678.872533993,133383.24889018168,158353.8595609113,33.13048887256281,0.0,542.8402120658429,156597.59100126527,5918.718467272265,22.806952953338623,9.2
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,804.5285810566568,177.51676744859773,0.0,770.7395301390139,152289.85698738185,136251.39402843665,163449.53324620816,67.62946906039961,0.0,770.7395301390139,159351.54900890644,7061.692021524592,22.806952953338623,9.2
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,780.8500948205061,177.51676744859913,19.449294426872584,870.5464031933284,139895.4474007396,122322.92849440165,152728.93973653644,15.069227459150092,0.005092123502100699,230.6342332522429,154692.40934120177,14796.961940462177,22.806952953338623,9.2
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,799.2824974476965,177.51676744859742,0.0,1038.8432198195326,149709.7884460087,104969.5033524112,179130.0725360441,60.8349824775224,0.0,1038.8432198195326,160005.63562562192,10295.847179613222,22.806952953338623,9.2
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,800.5106637824255,177.51676744859859,0.0,1144.8323340388201,151347.52856503858,109101.13825326244,173248.43297617472,42.318255523100014,0.0,666.2179315661658,160282.55046925964,8935.021904221067,22.806952953338623,9.2
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,1663.035789942095,177.51676744859796,0.0,594.2420090236857,281632.91431558295,141011.50741266133,588989.3296646299,54.85785289075137,0.0,549.3747745474966,320965.0408351203,39332.126519537356,22.806952953338623,9.2
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,9,inst/inst2020,true,780.2353533548799,177.51676744859978,0.0,946.3122561437863,146022.89522426328,133661.58568308997,155282.5225676411,56.278643508247995,0.0,832.4023497771306,154754.72249598237,8731.827271719085,22.806952953338623,9.2
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,10,inst/inst2020,true,769.4293311833904,177.51676744859856,0.0,979.0247186079489,147111.6070877893,125277.31076625598,155379.58411661713,39.879819490513164,0.0,624.4926338314954,152629.95473331236,5518.347645523056,22.806952953338623,9.2
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1,inst/inst2020,true,802.5398821899126,174.25937651153313,0.0,1108.1097371142264,150712.7609678876,138754.99548440913,158275.75139819074,17.96288585020841,0.007482343148203497,877.4311814993733,155828.23732994893,5115.476362061338,21.466439962387085,10.08
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,2,inst/inst2020,true,874.3220221312306,174.2593765115331,0.0,937.8090718378793,167736.2119739948,159381.59435832346,172178.4661349366,53.50992671635079,0.0,728.6493404772932,169363.33520934705,1627.12323535225,21.466439962387085,10.08
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,3,inst/inst2020,true,816.9105891462453,174.25937651153325,0.0,592.2740490234694,118249.23388529087,65870.93813412619,160377.98694439122,39.83016007220171,0.0,480.26292896119617,155546.70887208116,37297.47498679029,21.466439962387085,10.08
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,4,inst/inst2020,true,821.7658997247964,174.25937651153288,0.0,629.1906136407313,118934.88014445333,65386.99095914033,157087.17281828917,72.98328090985616,0.0,468.3883317732017,156299.8861958677,37365.00605141437,21.466439962387085,10.08
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,5,inst/inst2020,true,799.9448551515543,174.25937651153347,0.0,1060.9360407698446,143690.49436986423,97810.82182609221,175417.06200854466,54.84689935062486,0.0,596.5504566036047,157677.66809604882,13987.173726184585,21.466439962387085,10.08
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,6,inst/inst2020,true,815.271524828976,174.2593765115326,0.0,559.8080633214479,117750.82534102396,68136.11936490113,160858.37818804482,58.172839183719944,0.0,499.3285773132427,155083.04404403619,37332.21870301223,21.466439962387085,10.08
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,7,inst/inst2020,true,802.1384704187309,174.2593765115346,4.0,597.8542605962334,142348.64554427,104779.35102219874,171027.9864624505,44.68372718475814,0.0005443054761474833,584.4331545688889,158056.09012076564,15707.444576495647,21.466439962387085,10.08
6,Drahi_6.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,8,inst/inst2020,true,820.8235463778271,174.25937651153305,0.0,616.8830904356267,118772.38654740076,65129.84380721155,158891.72738283622,22.559034610341907,0.0,423.52350951925223,156367.6899272263,37595.30337982555,21.466439962387085,10.08
