InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4715421432163273e6,1.4715421432163455e6,1.3227818022377053e6,1.5437148051187857e6,0.03563983417553311,4.855173758124353e-7,0.5173555748143533,50.709057092666626,20.35
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.5179314700091148e6,1.5179314700091076e6,1.4030677329864404e6,1.613362238016814e6,0.021748517487721154,3.695212006500704e-6,0.2465774621878123,105.12310910224915,75.27
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,679004.3756219717,679004.3756219725,507840.9051580711,779226.9908475142,0.10135070365832281,8.471205171029879e-6,0.4601198972505619,15.036314964294434,5.43
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,717369.0079866737,717369.0079866918,481629.98310542817,819331.2565873378,0.09435342748755896,3.7857059376325065e-5,0.6982764190744967,17.181774854660034,11.07
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,700061.3535964345,700061.3535964349,632433.448574519,756222.7324702414,0.05890342750244529,3.7800341578812467e-6,0.4079813938877815,9.371176958084106,3.54
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,737893.785491724,737893.7854917252,667004.2041224486,807999.4631698539,0.05133835448240873,2.3346556179918986e-6,0.38564212314041624,10.852290153503418,5.01
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.3494651062460176e6,1.349465106246016e6,1.2232007221326535e6,1.4526408132380485e6,0.07394305331673318,1.967230447586574e-6,0.4626693050979138,37.3394410610199,16.64
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.5369445738897219e6,1.5369445738897165e6,1.337770360693045e6,1.2247963377734037e7,0.053206919346011995,2.459125063569154e-6,9.168706373649773,63.856306076049805,43.32
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.5397676190230837e6,1.5397676190230867e6,1.2165812884155263e6,1.6263783010014582e6,0.05189667594298342,1.7928581062322165e-6,0.7928858682001416,53.2741379737854,32.78
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4381592383438207e6,1.4381592383438344e6,931824.4214158515,1.578266590429002e6,0.08733734950770564,6.906031216866325e-6,0.979609146829561,39.59914684295654,15.8
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,657035.9830922089,657035.98309222,363318.96010475536,5.60682220747353e7,0.3481793150431772,0.000566153933838804,2.131955495567232,18.239763021469116,12.61
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,709953.8309521968,709953.8309521904,619059.3703829428,822034.0296190734,0.0626853520178125,1.1927604448419103e-5,0.2703734906504307,19.73611307144165,13.35
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,938098.9421617821,938098.9421617881,461123.5698903817,3.722393791586064e8,0.8181633145807489,0.00014370955011228846,2.415269333280232,15.303894996643066,9.63
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,671734.3693441298,671734.3693441362,286493.0338640953,2.0244041397335038e8,0.7369690643340947,3.2642104190315816e-5,2.9999739271584094,12.573111057281494,7.11
4,Drahi_4.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.5050482522811955e6,1.5050482522811894e6,1.1649936481889752e6,1.5774015714544777e6,0.06517594837445238,3.4156766253350074e-6,0.9722691186425336,35.384482860565186,16.52
4,Drahi_4.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4663618786363706e6,1.4663618786363893e6,982446.3787906981,1.6252590261628989e6,0.07908180675356061,1.1310228089614467e-7,0.7918481211002204,38.615792989730835,19.4
4,Drahi_4.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4554045852488521e6,1.4554045852488575e6,718097.4278423737,3.2051463287292115e7,0.16422542159133544,3.3107778967206755e-6,2.5929914802683656,77.21441602706909,58.17
4,Drahi_4.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4631026130951266e6,1.4631026130951333e6,970608.8697293366,1.8123369952238008e8,0.28126797038193,1.141103104698048e-5,4.601463983306847,58.12396287918091,39.02
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,692426.9699168359,692426.969916838,367014.00419079897,5.844349116344386e7,0.3202454772345316,0.00029855561405546884,1.804645006119515,11.743867874145508,6.43
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,727726.4580154344,727726.4580154347,648243.8696228161,791698.3220172296,0.04062307717027976,1.1884312965298706e-5,0.2148614878304028,8.337683916091919,2.87
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,752437.8678944235,752437.8678944204,351826.99157444545,1.1841060939143452e8,0.42628355075302354,3.740711408792694e-5,2.2923133674927234,12.875946998596191,7.27
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,741062.5101643681,741062.5101643624,326254.66207205487,2.6683691253139564e8,0.7842343732632764,0.001097184859017185,2.5688868260005107,16.192839860916138,10.59
5,Drahi_5.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.323978889183197e6,1.3239788891831948e6,1.173786941813987e6,1.4394329618193675e6,0.07429292349122371,1.6353390983411104e-5,0.3877557210433665,36.00236511230469,16.92
5,Drahi_5.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4768933404519341e6,1.4768933404519362e6,1.3293562578025884e6,1.5893428872768688e6,0.05079190890402518,3.452293683684905e-5,0.2527287385470182,30.235565900802612,11.21
5,Drahi_5.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4096114347817379e6,1.4096114347817553e6,857636.9389019661,1.5937562638792372e6,0.1203800612920411,7.084713801437665e-7,0.9842224396004811,55.290522813797,36.12
5,Drahi_5.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.5371592639890392e6,1.5371592639890388e6,1.0301909108250999e6,1.559255365817178e8,0.229190010133754,2.9582992679051285e-6,5.367264344418794,35.82837200164795,17.1
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,770811.4614529307,770811.4614529252,504689.4013052879,1.0082784962134774e8,0.5548976425146429,0.0019239400554694403,3.7943921540066703,13.059972047805786,7.51
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,788511.6473895737,788511.6473895742,490948.71774107055,1.6565832109545216e8,0.40592770419325497,3.664449581422461e-5,4.297897564146113,16.11557698249817,10.58
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,834136.6010705649,834136.6010705812,500976.9683427374,2.3044896836030346e8,0.6100125223424584,0.0004866332558422307,4.035247657511526,10.768758058547974,5.17
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,751951.0953281238,751951.0953281171,415981.6088074237,1.7327227055597746e8,0.5206533638140086,0.0001340736410518075,4.451829385796817,14.915260076522827,9.3
6,Drahi_6.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.3527691376192821e6,1.352769137619288e6,1.1026600082180246e6,1.4674350061138037e6,0.07359670556831677,1.1548416425542723e-6,0.4372570053032481,35.83242678642273,16.88
6,Drahi_6.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4142780359074778e6,1.4142780359074804e6,1.2794234711479072e6,1.5410008215289693e6,0.046522719245399365,3.565291731461068e-6,0.3000036071050637,29.93307113647461,10.98
6,Drahi_6.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.521305409008334e6,1.5213054090083232e6,911502.0955809455,1.1136320099487445e8,0.2355146644343022,3.9260831306032425e-6,2.6194577843821243,63.17665410041809,44.19
6,Drahi_6.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4323860324062805e6,1.4323860324062842e6,628960.5312544152,1.6386553240517813e6,0.1383082183608085,6.0743399486110734e-5,1.7086461417432568,25.59308099746704,6.23
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,723435.6835905391,723435.6835905429,379072.1854810136,1.1247150709628361e8,0.4271043091655311,3.4355020626037054e-6,1.6363868810553988,12.131837844848633,6.56
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,761722.9385742808,761722.9385742791,680273.0333700416,838342.5606244147,0.05066541543179258,3.5049970247268293e-6,0.3293716560697461,10.04024600982666,4.34
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,797909.0947449191,797909.0947449213,478816.2837204053,1.9427086450094798e8,0.5520683190275403,0.000446271997487032,3.95328422860624,9.657680988311768,4.07
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,680667.4022193507,680667.4022193584,309882.90945579135,1.478540820559821e8,0.5008062009280971,0.00010834265163947799,2.1724549654745395,13.454482793807983,7.86
7,Drahi_7.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4250467890199893e6,1.4250467890199786e6,1.141907991724642e6,1.5608661178396645e6,0.07652507107859212,1.8070240897547937e-6,0.446827361996948,26.511080980300903,7.54
7,Drahi_7.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.3675401913446938e6,1.3675401913447063e6,943840.779277283,1.499781046809595e6,0.08787554476813948,6.2264258406188075e-6,0.9366545969041636,38.155616998672485,19.13
7,Drahi_7.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.370655391011003e6,1.3706553910109943e6,937131.1336180647,1.5813112727429254e6,0.09623891899000882,0.0001089420488213193,0.6058855332206379,38.26961398124695,19.14
7,Drahi_7.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.5267454788404396e6,1.526745478840432e6,921495.1031516627,2.611313274513457e8,0.38302102330252014,0.00029679593484867247,2.749060155929981,29.18168616294861,10.21
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,813685.4769062941,813685.4769062952,578718.1127555589,5.367743409819003e7,0.5238452572466219,0.0075888620013595245,3.9567328961101795,6.7349159717559814,1.23
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,712594.4348440466,712594.4348440384,625740.2884826411,825801.5290115462,0.06435880230330891,4.234504450370904e-6,0.28386282167558663,14.986788988113403,9.34
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,828669.986722834,828669.9867228293,488876.953783521,2.1297234336495137e8,0.584233889675429,9.042654795488771e-5,3.977415992135375,14.870697975158691,9.24
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,668659.3470984758,668659.3470984872,271791.273943791,860422.4213969021,0.22298090636448462,4.476815960829823e-6,2.151040730589832,11.867627143859863,6.06
8,Drahi_8.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.5162207993312886e6,1.5162207993312879e6,1.2226206106552142e6,1.2158479009601755e8,0.16465492797935508,1.0097248273866808e-5,9.01001041459797,35.58220100402832,16.61
8,Drahi_8.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4594752780495347e6,1.4594752780495356e6,1.0597998607012318e6,1.604094240902404e6,0.06722100604425954,6.337783729835317e-6,0.8368707484500582,42.488688945770264,23.31
8,Drahi_8.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4928329186436676e6,1.4928329186436783e6,930958.375509242,1.577730435417736e8,0.28410576149389777,5.04857406422336e-5,2.9793358490454662,35.05769109725952,15.84
8,Drahi_8.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.3399204468612913e6,1.3399204468612787e6,773330.700738142,1.6008776472594948e6,0.14949228695928815,2.8087391727007864e-5,1.0381168813333779,38.73612308502197,19.9
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,649636.686775249,649636.6867752499,337155.2953384474,740872.1232192321,0.1638133354433077,0.0002872260306519912,1.3003701540169146,7.061455965042114,1.49
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,671265.4772049688,671265.4772049593,498640.33647846343,791882.3398338663,0.08872499457123872,5.32868182905236e-5,0.36493835377839984,13.41975998878479,7.99
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,813145.6948891167,813145.6948891176,492709.9968720744,1.6971858548687664e8,0.4324479974896964,4.60587115541653e-5,4.128333819591271,19.778051137924194,14.27
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,699575.3509104885,699575.3509104898,248442.0489948264,1.1709257638439614e8,0.3279651564802046,3.112521058173062e-5,2.0234651643151738,12.258561134338379,6.77
9,Drahi_9.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.377991468873024e6,1.3779914688730312e6,1.2217549199671037e6,1.483857980374779e6,0.05963719676421789,3.081840929116256e-6,0.4120637836091313,52.98537802696228,34.1
9,Drahi_9.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.454557361374211e6,1.4545573613742155e6,1.2094579179733063e6,1.5843596946422572e6,0.06913054753371028,8.110376524763927e-7,0.5105591840224121,36.559497117996216,17.39
9,Drahi_9.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4498805299340424e6,1.4498805299340507e6,817711.5519646748,1.585618959235859e6,0.09714548303517927,9.794298669909132e-8,0.9964659154934479,35.56415104866028,16.46
9,Drahi_9.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4994250533720693e6,1.4994250533720746e6,1.064464617684302e6,1.0008038817262952e8,0.14795388636519477,2.381968275794472e-6,5.179392460031316,79.01906704902649,60.04
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,599664.7049629404,599664.7049629411,323851.5089464378,712842.2404523572,0.13337332555266454,0.0005447827833861897,0.9718777465170594,7.132450103759766,1.41
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,597598.8826285525,597598.8826285517,457057.6588689624,722458.0772623391,0.09717152716063167,0.0001046549767701795,0.45386417430117926,9.722799062728882,4.19
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,707568.925289255,707568.92528926,609428.1019447946,862874.345903333,0.0891415682554986,3.604937668738694e-5,0.4800164838649705,14.359678030014038,8.81
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,SA,inst/inst2020,true,803149.136945315,803149.1369453077,489725.74351973145,1.1393039527469349e8,0.3701422606823806,6.235389852907936e-5,4.08851147450717,12.698832988739014,7.16
10,Drahi_10.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.5001117612787907e6,1.5001117612787895e6,1.3843309756926673e6,1.5630373844906162e6,0.029791549922776304,3.35695735134488e-6,0.3305586792780503,28.62309980392456,9.83
10,Drahi_10.csv,6,4,4,0.2,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4988371164940018e6,1.4988371164940225e6,1.3506978799351875e6,1.5863560299350228e6,0.049599467254881416,1.2093085588035082e-5,0.6357209076844305,38.95320701599121,19.77
10,Drahi_10.csv,6,4,4,0.6,100.0,10.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.5289984948128732e6,1.5289984948128897e6,1.240305747685925e6,1.6330991981444464e6,0.05496626821164977,1.2416522514294987e-5,0.8619320213166972,35.61716103553772,16.78
10,Drahi_10.csv,6,4,4,0.6,100.0,20.0,mixed,10,1.0,1.0,SA,inst/inst2020,true,1.4217480911135636e6,1.4217480911135727e6,1.1254627602064353e6,1.6106216689670987e6,0.061881443727759146,9.109675062088816e-6,0.34477439235663754,38.51747179031372,19.44
