InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,ExpectedCost_NONE,ExpectedCost,PriceOfFairnessAbs,PriceOfFairnessPct
2,Drahi_2.csv,8,2,3,128,0.6,100.0,20.0,5,SA,740050.8713976082,740050.8713976083,1.1641532182693481e-10,1.5730718836541737e-14
2,Drahi_2.csv,8,2,3,128,0.6,100.0,20.0,10,LEXMMFPEA,1348968.8570337193,1412276.884155917,63308.02712219767,4.693068101024011
2,Drahi_2.csv,8,2,3,128,0.6,100.0,20.0,10,LEXMMFSA,1348968.8570337193,1448410.641782685,99441.78474896564,7.371688696181662
2,Drahi_2.csv,8,2,3,128,0.6,100.0,20.0,10,PEA,1348968.8570337193,1411759.0141713654,62790.15713764611,4.654678038729294
2,Drahi_2.csv,8,2,3,128,0.6,100.0,20.0,10,SA,1348968.8570337193,1448008.9366287035,99040.07959498418,7.341910013605936
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,5,LEXMMFPEA,532979.4663402606,601811.5981519265,68832.13181166595,12.914593555415262
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,5,LEXMMFSA,532979.4663402606,667360.6539103215,134381.18757006095,25.21320164410806
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,5,PEA,532979.4663402606,601836.2488384307,68856.78249817016,12.919218627873207
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,5,SA,532979.4663402606,668806.7854788878,135827.31913862727,25.48453134063395
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,10,LEXMMFPEA,1335785.70196174,1406520.1719702168,70734.47000847687,5.295345645981684
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,10,LEXMMFSA,1335785.70196174,1448285.0433821096,112499.34142036969,8.42196029311833
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,10,PEA,1335785.70196174,1405808.058088755,70022.35612701508,5.242035157599006
3,Drahi_3.csv,6,2,4,32,0.2,100.0,10.0,10,SA,1335785.70196174,1445150.6904946277,109364.98853288777,8.187315403381989
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,5,LEXMMFPEA,718098.4329292523,718511.9541277481,413.52119849587325,0.05758558709131924
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,5,LEXMMFSA,718098.4329292523,718535.503647524,437.07071827177424,0.06086501491012651
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,5,PEA,718098.4329292523,718795.6521415354,697.2192122831475,0.0970924291589198
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,5,SA,718098.4329292523,722251.4921750808,4153.059245828539,0.5783412211174819
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,10,LEXMMFPEA,1278864.2532458634,1375545.8954385796,96681.64219271624,7.559961266203995
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,10,LEXMMFSA,1278864.2532458634,1419400.8560691625,140536.60282329912,10.98917281225162
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,10,PEA,1278864.2532458634,1374257.7542332755,95393.50098741218,7.459235860670558
3,Drahi_3.csv,6,2,4,32,0.2,100.0,20.0,10,SA,1278864.2532458634,1420847.404384374,141983.15113851056,11.10228476385555
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,5,LEXMMFPEA,402095.7216649655,546013.5278367628,143917.80617179733,35.79192675213606
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,5,LEXMMFSA,402095.7216649655,653603.5017000136,251507.78003504814,62.54923056470858
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,5,PEA,402095.7216649655,513667.0136327992,111571.2919678337,27.747445684288387
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,5,SA,402095.7216649655,618539.3632417661,216443.6415768006,53.82888449560424
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,10,LEXMMFPEA,1196318.0478551802,1291878.0229220835,95559.97506690328,7.987840293660039
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,10,LEXMMFSA,1196318.0478551802,1365896.2957563922,169578.24790121196,14.175013760365855
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,10,PEA,1196318.0478551802,1288747.8445285598,92429.7966733796,7.726189272082992
3,Drahi_3.csv,6,2,4,32,0.6,100.0,10.0,10,SA,1196318.0478551802,1358889.624179975,162571.57632479467,13.589327404719944
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,5,LEXMMFPEA,685459.5011712852,715175.6442849366,29716.14311365143,4.335214999992516
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,5,LEXMMFSA,685459.5011712852,727818.2236745358,42358.72250325058,6.179609799101146
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,5,PEA,685459.5011712852,707121.9846502348,21662.483478949638,3.160286412535485
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,5,SA,685459.5011712852,720228.5411915979,34769.040020312765,5.072369696663457
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,10,LEXMMFPEA,1338158.3087195102,1384158.2730860063,45999.964366496075,3.4375577289142756
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,10,LEXMMFSA,1338158.3087195102,1435049.300120541,96890.99140103068,7.240622486120205
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,10,PEA,1338158.3087195102,1383747.431008686,45589.122289175866,3.4068556756039055
3,Drahi_3.csv,6,2,4,32,0.6,100.0,20.0,10,SA,1338158.3087195102,1432890.168882298,94731.86016278784,7.0792715290492945
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFPEA,561051.4642083127,642152.7922154833,81101.32800717058,14.455238633341928
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFSA,561051.4642083127,708184.2977056822,147132.83349736955,26.22448079785077
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,561051.4642083127,640032.9617373188,78981.4975290061,14.077406898929521
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,5,SA,561051.4642083127,704838.8976087304,143787.43340041768,25.628207494888716
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1286082.1388911945,1332556.5723129937,46474.433421799215,3.613644262400495
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFSA,1286082.1388911945,1421257.88015142,135175.74126022542,10.510661580042486
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,1286082.1388911945,1333288.852472386,47206.71358119161,3.670583095251695
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,SA,1286082.1388911945,1416407.488229097,130325.34933790262,10.133516779127625
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,506727.057976148,580870.5183153871,74143.4603392391,14.631833680910146
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFSA,506727.057976148,647353.1724602841,140626.1144841361,27.751846338301412
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,506727.057976148,581062.9707584402,74335.91278229223,14.669813188817574
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,SA,506727.057976148,647199.7518162536,140472.69384010567,27.721569556823987
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFPEA,1448445.6754216468,1448483.8853644333,38.20994278648868,0.002637996262812249
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,1448445.6754216468,1448445.8009096254,0.12548797857016325,8.66363031072141e-06
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1448445.6754216468,1448543.5668415143,97.89141986751929,0.006758377033299699
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,SA,1448445.6754216468,1449017.195116249,571.5196946021169,0.03945744768341042
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,495592.16596569936,588285.5263138203,92693.36034812091,18.703556414678346
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFSA,495592.16596569936,654072.4380362569,158480.27207055758,31.977961508279012
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,495592.16596569936,576630.9790536237,81038.81308792438,16.351915678492222
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,5,SA,495592.16596569936,637830.38211267,142238.21614697063,28.70065870993109
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1339838.7210070123,1482831.2295317517,142992.50852473942,10.672367224710998
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFSA,1339838.7210070123,1540102.9397804113,200264.218773399,14.94688992290669
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,1339838.7210070123,1463452.889151093,123614.16814408079,9.226048344921196
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,SA,1339838.7210070123,1521136.1928320588,181297.47182504646,13.531290668236899
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFPEA,575157.1269491541,656102.7400297289,80945.61308057478,14.073652100938089
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFSA,575157.1269491541,737547.5048323733,162390.37788321928,28.23408948170352
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,575157.1269491541,648965.6377712302,73808.51082207612,12.832756018096086
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,5,SA,575157.1269491541,731138.3013545636,155981.1744054095,27.119749907784552
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFPEA,1273408.0523110826,1331409.2365902718,58001.18427918921,4.5547995533657915
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1273408.0523110826,1423002.4427972117,149594.3904861291,11.747561216896127
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,PEA,1273408.0523110826,1331946.0912430915,58538.0389320089,4.5969584396587875
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,SA,1273408.0523110826,1426181.962350268,152773.9100391853,11.99724705383471
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,5,LEXMMFPEA,704444.5791976938,704643.2355361796,198.65633848577272,0.02820042120446529
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,5,LEXMMFSA,704444.5791976938,704675.9107654279,231.33156773401424,0.03283885980036676
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,5,PEA,704444.5791976938,704692.9855253448,248.40632765099872,0.03526272115457453
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,5,SA,704444.5791976938,704444.5791976941,2.3283064365386963e-10,3.305166233503353e-14
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,10,LEXMMFPEA,1310702.7402703809,1447303.6359194815,136600.89564910065,10.421958499981596
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,10,LEXMMFSA,1310702.7402703809,1494486.9790932415,183784.23882286064,14.021809307040005
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,10,PEA,1310702.7402703809,1446975.9537422485,136273.2134718676,10.396958004662157
3,Drahi_3.csv,8,2,3,128,0.2,100.0,10.0,10,SA,1310702.7402703809,1493799.987843081,183097.24757270003,13.969395343976274
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,5,LEXMMFPEA,687969.3160393959,687970.1329908582,0.8169514623004943,0.00011874824112849131
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,5,LEXMMFSA,687969.3160393959,687978.4480090827,9.131969686830416,0.0013273803749566475
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,5,PEA,687969.3160393959,687994.3514732447,25.035433848854154,0.0036390334954154446
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,5,SA,687969.3160393959,687969.3160393964,5.820766091346741e-10,8.460793171498684e-14
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,10,LEXMMFPEA,1252930.5726311533,1376736.7861771286,123806.21354597528,9.88133071778928
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,10,LEXMMFSA,1252930.5726311533,1436163.0558542616,183232.48322310834,14.624312569715677
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,10,PEA,1252930.5726311533,1375577.6238834152,122647.05125226197,9.788814634373814
3,Drahi_3.csv,8,2,3,128,0.2,100.0,20.0,10,SA,1252930.5726311533,1434549.911617391,181619.33898623777,14.495562879021882
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,5,LEXMMFPEA,720276.9031446074,720685.9003916667,408.99724705924746,0.05678333503040768
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,5,LEXMMFSA,720276.9031446074,720630.6020933959,353.6989487884566,0.04910596844689406
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,5,PEA,720276.9031446074,720609.1010156055,332.19787099806126,0.046120855680328136
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,5,SA,720276.9031446074,720349.5862597361,72.68311512866057,0.010090996228164246
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,10,LEXMMFPEA,1286770.832937151,1370028.5082305542,83257.67529340321,6.470279956793963
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,10,LEXMMFSA,1286770.832937151,1427875.0032388142,141104.17030166322,10.96575759178364
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,10,PEA,1286770.832937151,1369841.766648891,83070.93371173996,6.455767537264139
3,Drahi_3.csv,8,2,3,128,0.6,100.0,10.0,10,SA,1286770.832937151,1430107.038415159,143336.20547800814,11.13921778525493
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,5,LEXMMFPEA,659924.6209808124,721779.0027616103,61854.381780797965,9.372946517568469
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,5,LEXMMFSA,659924.6209808124,737756.1736113499,77831.55263053754,11.794006490447419
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,5,PEA,659924.6209808124,714910.9965563845,54986.375575572136,8.332220654814893
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,5,SA,659924.6209808124,731352.3838351112,71427.76285429881,10.823624484284185
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,10,LEXMMFPEA,1049250.6873384914,1233011.1819839135,183760.4946454221,17.513497666753533
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,10,LEXMMFSA,1049250.6873384914,1457056.021792824,407805.3344543325,38.86633951022357
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,10,PEA,1049250.6873384914,1230041.4949642925,180790.80762580107,17.23046835302929
3,Drahi_3.csv,8,2,3,128,0.6,100.0,20.0,10,SA,1049250.6873384914,1461181.739450929,411931.05211243755,39.25954560557246
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,5,LEXMMFPEA,408168.3587922044,559445.7757300157,151277.4169378113,37.06250464525242
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,5,LEXMMFSA,408168.3587922044,678729.133203717,270560.77441151254,66.28656253809548
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,5,PEA,408168.3587922044,533964.058947103,125795.70015489857,30.819561939376165
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,5,SA,408168.3587922044,643010.978898268,234842.62010606355,57.53572393533332
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,10,LEXMMFPEA,1185716.918321363,1269754.1697273138,84037.25140595087,7.08746329814739
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,10,LEXMMFSA,1185716.918321363,1409925.8079571072,224208.88963574427,18.90914147983653
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,10,PEA,1185716.918321363,1270050.1301906616,84333.21186929871,7.112423763733631
4,Drahi_4.csv,6,2,4,32,0.2,100.0,10.0,10,SA,1185716.918321363,1408986.8775209289,223269.95919956593,18.829954751396528
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,5,LEXMMFPEA,731759.9766197996,732129.3402783013,369.3636585016502,0.050476067331236454
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,5,LEXMMFSA,731759.9766197996,735196.9342182699,3436.957598470268,0.4696837362363707
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,5,PEA,731759.9766197996,733382.3414926777,1622.3648728780681,0.2217072434560055
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,5,SA,731759.9766197996,740752.7379961321,8992.761376332492,1.2289222782957503
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,10,LEXMMFPEA,1156686.777918289,1313004.3954643204,156317.61754603148,13.514256454747347
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,10,LEXMMFSA,1156686.777918289,1392111.375029868,235424.59711157903,20.353357676939744
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,10,PEA,1156686.777918289,1314228.5662128734,157541.7882945845,13.62009070235206
4,Drahi_4.csv,6,2,4,32,0.2,100.0,20.0,10,SA,1156686.777918289,1388710.5674706982,232023.7895524092,20.05934484441733
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,5,LEXMMFPEA,482401.40780025313,598818.7863988816,116417.37859862845,24.13288533495183
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,5,LEXMMFSA,482401.40780025313,676941.4800194164,194540.0722191633,40.327426303804664
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,5,PEA,482401.40780025313,567700.3609225855,85298.95312233234,17.68215261047743
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,5,SA,482401.40780025313,632048.5690007892,149647.16120053607,31.021294461582528
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,10,LEXMMFPEA,989095.1574251906,1201601.1344042902,212505.97697909968,21.484887008474953
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,10,LEXMMFSA,989095.1574251906,1422755.353596924,433660.19617173355,43.84413298520604
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,10,PEA,989095.1574251906,1185416.7833968503,196321.62597165979,19.848608548718776
4,Drahi_4.csv,6,2,4,32,0.6,100.0,10.0,10,SA,989095.1574251906,1402943.673992656,413848.5165674654,41.84112251088101
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,5,LEXMMFPEA,563369.5369888776,904482.8780226748,341113.34103379725,60.54877281029339
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,5,LEXMMFSA,563369.5369888776,1011276.0560032544,447906.5190143768,79.50492343060779
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,5,PEA,563369.5369888776,752054.8800811468,188685.34309226926,33.49228715857855
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,5,SA,563369.5369888776,851478.2273035584,288108.6903146808,51.140267870104736
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,10,LEXMMFPEA,1013283.6767919464,1375042.9565225062,361759.2797305598,35.7016784160472
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,10,LEXMMFSA,1013283.6767919464,1591384.8647764812,578101.1879845348,57.05225508169654
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,10,PEA,1013283.6767919464,1316162.7042579192,302879.0274659728,29.890842456367903
4,Drahi_4.csv,6,2,4,32,0.6,100.0,20.0,10,SA,1013283.6767919464,1553876.084044366,540592.4072524195,53.350549272039366
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFPEA,556792.764762649,790699.2851759082,233906.52041325928,42.00961923651604
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFSA,556792.764762649,878966.9491227611,322174.1843601122,57.86249476453765
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,556792.764762649,720752.6621265383,163959.89736388938,29.44720329363163
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,5,SA,556792.764762649,830680.0363526647,273887.27159001573,49.19016354437887
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFPEA,1113107.0793403736,1293564.2194443785,180457.14010400488,16.212019800551772
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFSA,1113107.0793403736,1394349.7813206946,281242.70198032097,25.266455240495386
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,1113107.0793403736,1291312.748136545,178205.66879617143,16.00975073321571
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,SA,1113107.0793403736,1388438.1598926112,275331.0805522376,24.735363350253646
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFPEA,493757.38842559874,608505.8982706795,114748.50984508079,23.239856766694547
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFSA,493757.38842559874,690759.532793476,197002.14436787728,39.898571441339016
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,493757.38842559874,601660.2965777289,107902.9081521302,21.853426537310323
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,SA,493757.38842559874,681663.7221471993,187906.3337216006,38.05640950928576
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFPEA,1333104.6363418484,1527475.4526474257,194370.8163055773,14.580312078048669
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,1333104.6363418484,1572488.4423820323,239383.80604018387,17.95686546384485
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1333104.6363418484,1506784.8400262631,173680.20368441474,13.02824991750144
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,SA,1333104.6363418484,1564145.9168437624,231041.28050191398,17.331068710098464
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFPEA,430853.1199185931,529913.0785249328,99059.95860633976,22.991584376842045
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFSA,430853.1199185931,692460.2004853098,261607.08056671673,60.718390670153596
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,430853.1199185931,504777.17828996014,73924.05837136705,17.157600804964467
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,5,SA,430853.1199185931,644180.4213632091,213327.30144461605,49.512767015572
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFPEA,1223191.558259115,1286742.5460686102,63550.98780949507,5.195505755447074
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFSA,1223191.558259115,1408504.9708381698,185313.4125790547,15.149991129991008
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,1223191.558259115,1286337.342630858,63145.78437174298,5.162379019490133
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,SA,1223191.558259115,1404024.3190693937,180832.7608102786,14.78368286547411
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFPEA,543059.1588919332,759183.515356782,216124.35646484885,39.797571392743386
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFSA,543059.1588919332,837507.8393124165,294448.68042048335,54.22036910698298
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,543059.1588919332,676257.1111508341,133197.95225890097,24.527337413971665
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,5,SA,543059.1588919332,741840.5602150799,198781.40132314677,36.60400493543717
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFPEA,1210271.141457768,1394472.9390976294,184201.79763986147,15.219878532176763
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,1210271.141457768,1490036.8895661728,279765.7481084049,23.115956294837197
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,PEA,1210271.141457768,1361896.0971490296,151624.95569126168,12.528180710698422
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,SA,1210271.141457768,1460311.3020863216,250040.1606285537,20.659846547062262
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,5,LEXMMFPEA,454802.0294427161,470774.2631426217,15972.233699905628,3.511909065022628
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,5,LEXMMFSA,454802.0294427161,542791.5157587588,87989.48631604266,19.346766421394175
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,5,PEA,454802.0294427161,472495.2623736225,17693.232930906408,3.890315298853549
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,5,SA,454802.0294427161,544297.2522746662,89495.22283195012,19.677841574632275
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,10,LEXMMFPEA,1163344.1126847726,1218097.6524762616,54753.53979148902,4.7065643943586455
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,10,LEXMMFSA,1163344.1126847726,1287708.5569509256,124364.44426615303,10.690254320292558
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,10,PEA,1163344.1126847726,1218161.584146478,54817.4714617054,4.712059902482104
4,Drahi_4.csv,8,2,3,128,0.2,100.0,10.0,10,SA,1163344.1126847726,1288781.7915333176,125437.67884854507,10.782508587167664
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,5,LEXMMFPEA,699907.3741151416,700725.8996087806,818.5254936390556,0.11694768821001167
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,5,LEXMMFSA,699907.3741151416,706993.8056867179,7086.431571576279,1.0124813416254266
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,5,PEA,699907.3741151416,703783.1347598865,3875.7606447449652,0.5537533662429116
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,5,SA,699907.3741151416,702396.649286932,2489.2751717903884,0.3556578004250143
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,10,LEXMMFPEA,1311386.387443243,1529081.8004892392,217695.4130459961,16.600402072986896
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,10,LEXMMFSA,1311386.387443243,1580850.5345669584,269464.1471237154,20.54803601012503
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,10,PEA,1311386.387443243,1499827.4340317862,188441.0465885431,14.369605205063854
4,Drahi_4.csv,8,2,3,128,0.2,100.0,20.0,10,SA,1311386.387443243,1569503.1280012447,258116.74055800168,19.68273752339625
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,5,LEXMMFPEA,670258.5608957116,803838.7738970309,133580.2130013192,19.92965413568265
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,5,LEXMMFSA,670258.5608957116,837187.0394226244,166928.47852691275,24.90508712098134
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,5,PEA,670258.5608957116,764783.6870078206,94525.12611210893,14.102785346865044
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,5,SA,670258.5608957116,799983.2421380907,129724.68124237901,19.354423622582182
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,10,LEXMMFPEA,1177001.777210584,1288683.3492705177,111681.5720599338,9.48864939903589
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,10,LEXMMFSA,1177001.777210584,1418817.2559711868,241815.47876060288,20.545039390993065
4,Drahi_4.csv,8,2,3,128,0.6,100.0,10.0,10,PEA,1177001.777210584,1285618.2801962197,108616.50298563577,9.228236107089803
